Scenario,ScenName,County,Activity,Year,Median,CI_High,CI_Low
1,Lim,Adams,ACF,1,0,0,0
1,Lim,Adams,ACF,2,0,0,0
1,Lim,Adams,ACF,3,0,0,0
1,Lim,Adams,ACF,4,0,0,0
1,Lim,Adams,ACF,5,0,0,0
1,Lim,Adams,ACF,6,0,0,0
1,Lim,Adams,ACF,7,0,0,0
1,Lim,Adams,ACF,8,0,0,0
1,Lim,Adams,ACF,9,0,0,0
1,Lim,Adams,ACF,10,0,0,0
1,Lim,Adams,ACF,11,0,0,0
1,Lim,Adams,ACF,12,0,0,0
1,Lim,Adams,ACF,13,0,0,0
1,Lim,Adams,ACF,14,0,0,0
1,Lim,Adams,ACF,15,0,0,0
1,Lim,Adams,ACF,16,0,0,0
1,Lim,Adams,ACF,17,0,0,0
1,Lim,Adams,ACF,18,0,0,0
1,Lim,Adams,ACF,19,0,0,0
1,Lim,Adams,ACF,20,0,0,0
1,Lim,Adams,ACF,21,0,0,0
1,Lim,Adams,ACF,22,0,0,0
1,Lim,Adams,ACF,23,0,0,0
1,Lim,Adams,ACF,24,0,0,0
1,Lim,Adams,ACF,25,0,0,0
1,Lim,Adams,ACF,26,0,0,0
1,Lim,Adams,ACF,27,0,0,0
1,Lim,Adams,ACF,28,0,0,0
1,Lim,Adams,ACF,29,0,0,0
1,Lim,Adams,ACF,30,0,0,0
1,Lim,Adams,ACF,31,0,0,0
1,Lim,Adams,ag,1,-0.0001764,-0.0001155,-0.0002345
1,Lim,Adams,ag,2,-0.000347,-0.0002319,-0.0004592
1,Lim,Adams,ag,3,-0.0005111,-0.0003455,-0.0006991
1,Lim,Adams,ag,4,-0.0007041,-0.0004698,-0.0009398
1,Lim,Adams,ag,5,-0.0008684,-0.0005867,-0.0011751
1,Lim,Adams,ag,6,-0.0010267,-0.0006737,-0.0013881
1,Lim,Adams,ag,7,-0.0012452,-0.0008025,-0.0016512
1,Lim,Adams,ag,8,-0.0014309,-0.0009454,-0.0018796
1,Lim,Adams,ag,9,-0.0015869,-0.0010407,-0.0021153
1,Lim,Adams,ag,10,-0.0017246,-0.0011594,-0.0023407
1,Lim,Adams,ag,11,-0.0017837,-0.0011578,-0.0023565
1,Lim,Adams,ag,12,-0.0017628,-0.0011658,-0.0023427
1,Lim,Adams,ag,13,-0.0017386,-0.0011966,-0.0023169
1,Lim,Adams,ag,14,-0.0017497,-0.0011537,-0.0023526
1,Lim,Adams,ag,15,-0.001733,-0.0011366,-0.0023417
1,Lim,Adams,ag,16,-0.0017375,-0.0011665,-0.002342
1,Lim,Adams,ag,17,-0.0017286,-0.0011671,-0.0023334
1,Lim,Adams,ag,18,-0.0017664,-0.0011513,-0.002337
1,Lim,Adams,ag,19,-0.0017287,-0.0011786,-0.0023321
1,Lim,Adams,ag,20,-0.0017421,-0.0011571,-0.0023556
1,Lim,Adams,ag,21,-0.0017305,-0.0011605,-0.0023217
1,Lim,Adams,ag,22,-0.00177,-0.0011535,-0.0023514
1,Lim,Adams,ag,23,-0.0017505,-0.00114,-0.002314
1,Lim,Adams,ag,24,-0.0017298,-0.0011343,-0.0023478
1,Lim,Adams,ag,25,-0.0017722,-0.001163,-0.0023487
1,Lim,Adams,ag,26,-0.0017679,-0.001154,-0.0023512
1,Lim,Adams,ag,27,-0.0017772,-0.0011814,-0.0023255
1,Lim,Adams,ag,28,-0.001739,-0.0011831,-0.0023676
1,Lim,Adams,ag,29,-0.0017452,-0.0011422,-0.0023476
1,Lim,Adams,ag,30,-0.001745,-0.0011583,-0.0023397
1,Lim,Adams,ag,31,-0.0017899,-0.0011663,-0.0023442
1,Lim,Adams,grass,1,-7.40E-06,-6.20E-06,-8.60E-06
1,Lim,Adams,grass,2,-1.48E-05,-1.23E-05,-1.71E-05
1,Lim,Adams,grass,3,-2.20E-05,-1.85E-05,-2.56E-05
1,Lim,Adams,grass,4,-2.93E-05,-2.43E-05,-3.40E-05
1,Lim,Adams,grass,5,-3.67E-05,-3.10E-05,-4.29E-05
1,Lim,Adams,grass,6,-4.43E-05,-3.67E-05,-5.18E-05
1,Lim,Adams,grass,7,-5.16E-05,-4.32E-05,-6.03E-05
1,Lim,Adams,grass,8,-5.87E-05,-4.86E-05,-6.87E-05
1,Lim,Adams,grass,9,-6.62E-05,-5.48E-05,-7.64E-05
1,Lim,Adams,grass,10,-7.42E-05,-6.20E-05,-8.61E-05
1,Lim,Adams,grass,11,-7.34E-05,-6.23E-05,-8.55E-05
1,Lim,Adams,grass,12,-7.36E-05,-6.12E-05,-8.55E-05
1,Lim,Adams,grass,13,-7.34E-05,-6.26E-05,-8.57E-05
1,Lim,Adams,grass,14,-7.35E-05,-6.05E-05,-8.60E-05
1,Lim,Adams,grass,15,-7.35E-05,-6.15E-05,-8.62E-05
1,Lim,Adams,grass,16,-7.31E-05,-6.15E-05,-8.66E-05
1,Lim,Adams,grass,17,-7.36E-05,-6.15E-05,-8.65E-05
1,Lim,Adams,grass,18,-7.39E-05,-6.20E-05,-8.53E-05
1,Lim,Adams,grass,19,-7.36E-05,-6.13E-05,-8.53E-05
1,Lim,Adams,grass,20,-7.35E-05,-6.08E-05,-8.53E-05
1,Lim,Adams,grass,21,-7.41E-05,-6.25E-05,-8.58E-05
1,Lim,Adams,grass,22,-7.40E-05,-6.15E-05,-8.51E-05
1,Lim,Adams,grass,23,-7.35E-05,-6.11E-05,-8.59E-05
1,Lim,Adams,grass,24,-7.38E-05,-6.24E-05,-8.57E-05
1,Lim,Adams,grass,25,-7.35E-05,-6.12E-05,-8.52E-05
1,Lim,Adams,grass,26,-7.39E-05,-6.16E-05,-8.45E-05
1,Lim,Adams,grass,27,-7.28E-05,-6.18E-05,-8.51E-05
1,Lim,Adams,grass,28,-7.39E-05,-6.19E-05,-8.59E-05
1,Lim,Adams,grass,29,-7.35E-05,-6.16E-05,-8.46E-05
1,Lim,Adams,grass,30,-7.35E-05,-6.17E-05,-8.57E-05
1,Lim,Adams,grass,31,-7.32E-05,-6.11E-05,-8.57E-05
1,Lim,Adams,ifm,1,0,0,0
1,Lim,Adams,ifm,2,0,0,0
1,Lim,Adams,ifm,3,0,0,0
1,Lim,Adams,ifm,4,0,0,0
1,Lim,Adams,ifm,5,0,0,0
1,Lim,Adams,ifm,6,0,0,0
1,Lim,Adams,ifm,7,0,0,0
1,Lim,Adams,ifm,8,0,0,0
1,Lim,Adams,ifm,9,0,0,0
1,Lim,Adams,ifm,10,0,0,0
1,Lim,Adams,ifm,11,0,0,0
1,Lim,Adams,ifm,12,0,0,0
1,Lim,Adams,ifm,13,0,0,0
1,Lim,Adams,ifm,14,0,0,0
1,Lim,Adams,ifm,15,0,0,0
1,Lim,Adams,ifm,16,0,0,0
1,Lim,Adams,ifm,17,0,0,0
1,Lim,Adams,ifm,18,0,0,0
1,Lim,Adams,ifm,19,0,0,0
1,Lim,Adams,ifm,20,0,0,0
1,Lim,Adams,ifm,21,0,0,0
1,Lim,Adams,ifm,22,0,0,0
1,Lim,Adams,ifm,23,0,0,0
1,Lim,Adams,ifm,24,0,0,0
1,Lim,Adams,ifm,25,0,0,0
1,Lim,Adams,ifm,26,0,0,0
1,Lim,Adams,ifm,27,0,0,0
1,Lim,Adams,ifm,28,0,0,0
1,Lim,Adams,ifm,29,0,0,0
1,Lim,Adams,ifm,30,0,0,0
1,Lim,Adams,ifm,31,0,0,0
1,Lim,Adams,reforest,1,0,0,0
1,Lim,Adams,reforest,2,0,0,0
1,Lim,Adams,reforest,3,0,0,0
1,Lim,Adams,reforest,4,0,0,0
1,Lim,Adams,reforest,5,0,0,0
1,Lim,Adams,reforest,6,0,0,0
1,Lim,Adams,reforest,7,0,0,0
1,Lim,Adams,reforest,8,0,0,0
1,Lim,Adams,reforest,9,0,0,0
1,Lim,Adams,reforest,10,0,0,0
1,Lim,Adams,reforest,11,0,0,0
1,Lim,Adams,reforest,12,0,0,0
1,Lim,Adams,reforest,13,0,0,0
1,Lim,Adams,reforest,14,0,0,0
1,Lim,Adams,reforest,15,0,0,0
1,Lim,Adams,reforest,16,0,0,0
1,Lim,Adams,reforest,17,0,0,0
1,Lim,Adams,reforest,18,0,0,0
1,Lim,Adams,reforest,19,0,0,0
1,Lim,Adams,reforest,20,0,0,0
1,Lim,Adams,reforest,21,0,0,0
1,Lim,Adams,reforest,22,0,0,0
1,Lim,Adams,reforest,23,0,0,0
1,Lim,Adams,reforest,24,0,0,0
1,Lim,Adams,reforest,25,0,0,0
1,Lim,Adams,reforest,26,0,0,0
1,Lim,Adams,reforest,27,0,0,0
1,Lim,Adams,reforest,28,0,0,0
1,Lim,Adams,reforest,29,0,0,0
1,Lim,Adams,reforest,30,0,0,0
1,Lim,Adams,reforest,31,0,0,0
1,Lim,Adams,rref,1,0,0,0
1,Lim,Adams,rref,2,0,0,0
1,Lim,Adams,rref,3,0,0,0
1,Lim,Adams,rref,4,0,0,0
1,Lim,Adams,rref,5,0,0,0
1,Lim,Adams,rref,6,0,0,0
1,Lim,Adams,rref,7,0,0,0
1,Lim,Adams,rref,8,0,0,0
1,Lim,Adams,rref,9,0,0,0
1,Lim,Adams,rref,10,0,0,0
1,Lim,Adams,rref,11,0,0,0
1,Lim,Adams,rref,12,0,0,0
1,Lim,Adams,rref,13,0,0,0
1,Lim,Adams,rref,14,0,0,0
1,Lim,Adams,rref,15,0,0,0
1,Lim,Adams,rref,16,0,0,0
1,Lim,Adams,rref,17,0,0,0
1,Lim,Adams,rref,18,0,0,0
1,Lim,Adams,rref,19,0,0,0
1,Lim,Adams,rref,20,0,0,0
1,Lim,Adams,rref,21,0,0,0
1,Lim,Adams,rref,22,0,0,0
1,Lim,Adams,rref,23,0,0,0
1,Lim,Adams,rref,24,0,0,0
1,Lim,Adams,rref,25,0,0,0
1,Lim,Adams,rref,26,0,0,0
1,Lim,Adams,rref,27,0,0,0
1,Lim,Adams,rref,28,0,0,0
1,Lim,Adams,rref,29,0,0,0
1,Lim,Adams,rref,30,0,0,0
1,Lim,Adams,rref,31,0,0,0
1,Lim,Adams,sage,1,-2.00E-07,-1.00E-07,-2.00E-07
1,Lim,Adams,sage,2,-5.00E-07,-3.00E-07,-7.00E-07
1,Lim,Adams,sage,3,-1.00E-06,-6.00E-07,-1.40E-06
1,Lim,Adams,sage,4,-1.60E-06,-1.00E-06,-2.20E-06
1,Lim,Adams,sage,5,-2.40E-06,-1.40E-06,-3.30E-06
1,Lim,Adams,sage,6,-3.30E-06,-1.90E-06,-4.60E-06
1,Lim,Adams,sage,7,-4.30E-06,-2.60E-06,-6.10E-06
1,Lim,Adams,sage,8,-5.60E-06,-3.50E-06,-7.80E-06
1,Lim,Adams,sage,9,-6.90E-06,-4.20E-06,-9.70E-06
1,Lim,Adams,sage,10,-8.20E-06,-5.10E-06,-1.16E-05
1,Lim,Adams,sage,11,-9.80E-06,-6.00E-06,-1.37E-05
1,Lim,Adams,sage,12,-1.13E-05,-6.80E-06,-1.58E-05
1,Lim,Adams,sage,13,-1.28E-05,-7.70E-06,-1.81E-05
1,Lim,Adams,sage,14,-1.40E-05,-8.20E-06,-1.95E-05
1,Lim,Adams,sage,15,-1.53E-05,-9.30E-06,-2.21E-05
1,Lim,Adams,sage,16,-1.71E-05,-1.06E-05,-2.34E-05
1,Lim,Adams,sage,17,-1.80E-05,-1.06E-05,-2.56E-05
1,Lim,Adams,sage,18,-1.96E-05,-1.16E-05,-2.80E-05
1,Lim,Adams,sage,19,-2.06E-05,-1.20E-05,-2.92E-05
1,Lim,Adams,sage,20,-2.22E-05,-1.30E-05,-3.09E-05
1,Lim,Adams,sage,21,-2.34E-05,-1.44E-05,-3.33E-05
1,Lim,Adams,sage,22,-2.47E-05,-1.48E-05,-3.49E-05
1,Lim,Adams,sage,23,-2.59E-05,-1.49E-05,-3.67E-05
1,Lim,Adams,sage,24,-2.69E-05,-1.58E-05,-3.91E-05
1,Lim,Adams,sage,25,-2.84E-05,-1.74E-05,-3.97E-05
1,Lim,Adams,sage,26,-2.97E-05,-1.84E-05,-4.15E-05
1,Lim,Adams,sage,27,-3.13E-05,-1.82E-05,-4.37E-05
1,Lim,Adams,sage,28,-3.24E-05,-1.92E-05,-4.61E-05
1,Lim,Adams,sage,29,-3.34E-05,-1.93E-05,-4.74E-05
1,Lim,Adams,sage,30,-3.47E-05,-2.03E-05,-4.91E-05
1,Lim,Adams,sage,31,-3.63E-05,-2.09E-05,-5.20E-05
1,Lim,Adams,tide,1,0,0,0
1,Lim,Adams,tide,2,0,0,0
1,Lim,Adams,tide,3,0,0,0
1,Lim,Adams,tide,4,0,0,0
1,Lim,Adams,tide,5,0,0,0
1,Lim,Adams,tide,6,0,0,0
1,Lim,Adams,tide,7,0,0,0
1,Lim,Adams,tide,8,0,0,0
1,Lim,Adams,tide,9,0,0,0
1,Lim,Adams,tide,10,0,0,0
1,Lim,Adams,tide,11,0,0,0
1,Lim,Adams,tide,12,0,0,0
1,Lim,Adams,tide,13,0,0,0
1,Lim,Adams,tide,14,0,0,0
1,Lim,Adams,tide,15,0,0,0
1,Lim,Adams,tide,16,0,0,0
1,Lim,Adams,tide,17,0,0,0
1,Lim,Adams,tide,18,0,0,0
1,Lim,Adams,tide,19,0,0,0
1,Lim,Adams,tide,20,0,0,0
1,Lim,Adams,tide,21,0,0,0
1,Lim,Adams,tide,22,0,0,0
1,Lim,Adams,tide,23,0,0,0
1,Lim,Adams,tide,24,0,0,0
1,Lim,Adams,tide,25,0,0,0
1,Lim,Adams,tide,26,0,0,0
1,Lim,Adams,tide,27,0,0,0
1,Lim,Adams,tide,28,0,0,0
1,Lim,Adams,tide,29,0,0,0
1,Lim,Adams,tide,30,0,0,0
1,Lim,Adams,tide,31,0,0,0
1,Lim,Asotin,ACF,1,-0.0000133,-3.40E-06,-0.0000242
1,Lim,Asotin,ACF,2,-0.000026,-6.70E-06,-0.0000473
1,Lim,Asotin,ACF,3,-0.0000423,-1.11E-05,-0.0000713
1,Lim,Asotin,ACF,4,-0.0000523,-1.20E-05,-0.0000977
1,Lim,Asotin,ACF,5,-0.0000672,-1.85E-05,-0.000119
1,Lim,Asotin,ACF,6,-0.0000821,-2.56E-05,-0.0001464
1,Lim,Asotin,ACF,7,-0.0000929,-2.69E-05,-0.0001737
1,Lim,Asotin,ACF,8,-0.0001064,-2.76E-05,-0.0001921
1,Lim,Asotin,ACF,9,-0.000122,-3.41E-05,-0.0002158
1,Lim,Asotin,ACF,10,-0.00013,-3.57E-05,-0.0002457
1,Lim,Asotin,ACF,11,-0.000138,-3.78E-05,-0.0002498
1,Lim,Asotin,ACF,12,-0.0001373,-3.90E-05,-0.0002529
1,Lim,Asotin,ACF,13,-0.0001376,-4.32E-05,-0.0002453
1,Lim,Asotin,ACF,14,-0.000143,-4.59E-05,-0.0002429
1,Lim,Asotin,ACF,15,-0.0001393,-4.33E-05,-0.0002596
1,Lim,Asotin,ACF,16,-0.0001385,-4.11E-05,-0.0002505
1,Lim,Asotin,ACF,17,-0.0001397,-4.15E-05,-0.0002485
1,Lim,Asotin,ACF,18,-0.0001409,-4.81E-05,-0.000243
1,Lim,Asotin,ACF,19,-0.0001451,-4.76E-05,-0.0002551
1,Lim,Asotin,ACF,20,-0.0001381,-4.46E-05,-0.0002526
1,Lim,Asotin,ACF,21,-0.0001401,-4.59E-05,-0.000258
1,Lim,Asotin,ACF,22,-0.0001412,-4.57E-05,-0.0002505
1,Lim,Asotin,ACF,23,-0.0001469,-5.04E-05,-0.0002588
1,Lim,Asotin,ACF,24,-0.0001476,-4.50E-05,-0.0002599
1,Lim,Asotin,ACF,25,-0.000144,-5.03E-05,-0.0002538
1,Lim,Asotin,ACF,26,-0.000147,-5.02E-05,-0.0002538
1,Lim,Asotin,ACF,27,-0.0001462,-4.69E-05,-0.0002572
1,Lim,Asotin,ACF,28,-0.0001466,-5.50E-05,-0.0002558
1,Lim,Asotin,ACF,29,-0.0001499,-5.05E-05,-0.0002623
1,Lim,Asotin,ACF,30,-0.0001465,-4.61E-05,-0.0002691
1,Lim,Asotin,ACF,31,-0.0001485,-4.61E-05,-0.0002567
1,Lim,Asotin,ag,1,-0.0001758,-0.0000941,-0.0002602
1,Lim,Asotin,ag,2,-0.0003533,-0.0001892,-0.0005224
1,Lim,Asotin,ag,3,-0.0005177,-0.0002741,-0.0007809
1,Lim,Asotin,ag,4,-0.000704,-0.0003742,-0.0010283
1,Lim,Asotin,ag,5,-0.0009148,-0.0004672,-0.0013095
1,Lim,Asotin,ag,6,-0.0010645,-0.0005649,-0.0015674
1,Lim,Asotin,ag,7,-0.0012484,-0.0006685,-0.0018315
1,Lim,Asotin,ag,8,-0.0014,-0.0007311,-0.0020774
1,Lim,Asotin,ag,9,-0.0016161,-0.0008354,-0.0023631
1,Lim,Asotin,ag,10,-0.0017389,-0.000916,-0.0026025
1,Lim,Asotin,ag,11,-0.001733,-0.0009239,-0.0025987
1,Lim,Asotin,ag,12,-0.0017579,-0.000934,-0.0025901
1,Lim,Asotin,ag,13,-0.0017361,-0.0009308,-0.0026014
1,Lim,Asotin,ag,14,-0.0017676,-0.0009199,-0.0026113
1,Lim,Asotin,ag,15,-0.0017685,-0.0009522,-0.0026219
1,Lim,Asotin,ag,16,-0.0017595,-0.0009177,-0.0025756
1,Lim,Asotin,ag,17,-0.0017487,-0.0009077,-0.002596
1,Lim,Asotin,ag,18,-0.0017216,-0.0009262,-0.0026054
1,Lim,Asotin,ag,19,-0.001761,-0.0009086,-0.0026023
1,Lim,Asotin,ag,20,-0.0017403,-0.0009365,-0.0025971
1,Lim,Asotin,ag,21,-0.0017248,-0.0009332,-0.0025878
1,Lim,Asotin,ag,22,-0.0018084,-0.000959,-0.0026008
1,Lim,Asotin,ag,23,-0.0017427,-0.0009268,-0.0025924
1,Lim,Asotin,ag,24,-0.0017929,-0.0009772,-0.0026099
1,Lim,Asotin,ag,25,-0.0018139,-0.0009511,-0.0026055
1,Lim,Asotin,ag,26,-0.0017113,-0.0009222,-0.0025997
1,Lim,Asotin,ag,27,-0.0017393,-0.0009421,-0.0026189
1,Lim,Asotin,ag,28,-0.0017328,-0.0009285,-0.0026025
1,Lim,Asotin,ag,29,-0.0018226,-0.0009611,-0.0026125
1,Lim,Asotin,ag,30,-0.0017743,-0.0009386,-0.0025686
1,Lim,Asotin,ag,31,-0.0017831,-0.0009301,-0.0025952
1,Lim,Asotin,grass,1,-2.80E-06,-2.40E-06,-3.30E-06
1,Lim,Asotin,grass,2,-5.70E-06,-4.70E-06,-6.60E-06
1,Lim,Asotin,grass,3,-8.50E-06,-7.10E-06,-1.00E-05
1,Lim,Asotin,grass,4,-1.13E-05,-9.50E-06,-1.32E-05
1,Lim,Asotin,grass,5,-1.43E-05,-1.19E-05,-1.66E-05
1,Lim,Asotin,grass,6,-1.72E-05,-1.44E-05,-1.99E-05
1,Lim,Asotin,grass,7,-2.00E-05,-1.69E-05,-2.34E-05
1,Lim,Asotin,grass,8,-2.27E-05,-1.88E-05,-2.64E-05
1,Lim,Asotin,grass,9,-2.57E-05,-2.14E-05,-3.00E-05
1,Lim,Asotin,grass,10,-2.86E-05,-2.39E-05,-3.32E-05
1,Lim,Asotin,grass,11,-2.85E-05,-2.36E-05,-3.32E-05
1,Lim,Asotin,grass,12,-2.85E-05,-2.38E-05,-3.30E-05
1,Lim,Asotin,grass,13,-2.85E-05,-2.37E-05,-3.33E-05
1,Lim,Asotin,grass,14,-2.84E-05,-2.36E-05,-3.32E-05
1,Lim,Asotin,grass,15,-2.86E-05,-2.40E-05,-3.32E-05
1,Lim,Asotin,grass,16,-2.85E-05,-2.39E-05,-3.30E-05
1,Lim,Asotin,grass,17,-2.86E-05,-2.38E-05,-3.33E-05
1,Lim,Asotin,grass,18,-2.85E-05,-2.38E-05,-3.29E-05
1,Lim,Asotin,grass,19,-2.84E-05,-2.38E-05,-3.34E-05
1,Lim,Asotin,grass,20,-2.84E-05,-2.39E-05,-3.33E-05
1,Lim,Asotin,grass,21,-2.85E-05,-2.40E-05,-3.31E-05
1,Lim,Asotin,grass,22,-2.86E-05,-2.38E-05,-3.34E-05
1,Lim,Asotin,grass,23,-2.85E-05,-2.39E-05,-3.34E-05
1,Lim,Asotin,grass,24,-2.86E-05,-2.36E-05,-3.36E-05
1,Lim,Asotin,grass,25,-2.86E-05,-2.35E-05,-3.31E-05
1,Lim,Asotin,grass,26,-2.85E-05,-2.37E-05,-3.29E-05
1,Lim,Asotin,grass,27,-2.86E-05,-2.40E-05,-3.34E-05
1,Lim,Asotin,grass,28,-2.86E-05,-2.41E-05,-3.33E-05
1,Lim,Asotin,grass,29,-2.86E-05,-2.38E-05,-3.31E-05
1,Lim,Asotin,grass,30,-2.86E-05,-2.34E-05,-3.33E-05
1,Lim,Asotin,grass,31,-2.86E-05,-2.38E-05,-3.37E-05
1,Lim,Asotin,ifm,1,-0.0009136,-0.0007969,-0.0010245
1,Lim,Asotin,ifm,2,-0.0018446,-0.001618,-0.0020809
1,Lim,Asotin,ifm,3,-0.0027978,-0.0024563,-0.0031481
1,Lim,Asotin,ifm,4,-0.0037386,-0.0032569,-0.0041881
1,Lim,Asotin,ifm,5,-0.0047201,-0.004096,-0.0053306
1,Lim,Asotin,ifm,6,-0.0057439,-0.0049642,-0.0064468
1,Lim,Asotin,ifm,7,-0.006713,-0.0057846,-0.0076238
1,Lim,Asotin,ifm,8,-0.0077367,-0.0067223,-0.0088351
1,Lim,Asotin,ifm,9,-0.0087563,-0.0075758,-0.0099713
1,Lim,Asotin,ifm,10,-0.0097867,-0.0084083,-0.0111888
1,Lim,Asotin,ifm,11,-0.0099118,-0.0084563,-0.0114157
1,Lim,Asotin,ifm,12,-0.0100467,-0.0084998,-0.0114992
1,Lim,Asotin,ifm,13,-0.0100897,-0.0084953,-0.0117201
1,Lim,Asotin,ifm,14,-0.0102435,-0.0085675,-0.0119511
1,Lim,Asotin,ifm,15,-0.0104047,-0.0086162,-0.0122134
1,Lim,Asotin,ifm,16,-0.0104431,-0.0085931,-0.0123119
1,Lim,Asotin,ifm,17,-0.0105269,-0.0086257,-0.01245
1,Lim,Asotin,ifm,18,-0.0107018,-0.0087399,-0.0126175
1,Lim,Asotin,ifm,19,-0.0106228,-0.0085598,-0.0127383
1,Lim,Asotin,ifm,20,-0.0107696,-0.0086513,-0.0129189
1,Lim,Asotin,ifm,21,-0.0109142,-0.0086316,-0.0131343
1,Lim,Asotin,ifm,22,-0.0109397,-0.0088192,-0.0132738
1,Lim,Asotin,ifm,23,-0.0109962,-0.0086702,-0.0133632
1,Lim,Asotin,ifm,24,-0.0110946,-0.0086714,-0.0136123
1,Lim,Asotin,ifm,25,-0.0112133,-0.0086615,-0.0135946
1,Lim,Asotin,ifm,26,-0.0112156,-0.0087122,-0.0138934
1,Lim,Asotin,ifm,27,-0.0114237,-0.0089673,-0.013783
1,Lim,Asotin,ifm,28,-0.0113356,-0.0085831,-0.0139384
1,Lim,Asotin,ifm,29,-0.0113893,-0.0087308,-0.0140962
1,Lim,Asotin,ifm,30,-0.0114564,-0.009012,-0.0139726
1,Lim,Asotin,ifm,31,-0.0115508,-0.0088365,-0.0143873
1,Lim,Asotin,reforest,1,0,0,0
1,Lim,Asotin,reforest,2,0,0,0
1,Lim,Asotin,reforest,3,0,0,0
1,Lim,Asotin,reforest,4,0,0,0
1,Lim,Asotin,reforest,5,0,0,0
1,Lim,Asotin,reforest,6,0,0,0
1,Lim,Asotin,reforest,7,0,0,0
1,Lim,Asotin,reforest,8,0,0,0
1,Lim,Asotin,reforest,9,0,0,0
1,Lim,Asotin,reforest,10,0,0,0
1,Lim,Asotin,reforest,11,0,0,0
1,Lim,Asotin,reforest,12,0,0,0
1,Lim,Asotin,reforest,13,0,0,0
1,Lim,Asotin,reforest,14,0,0,0
1,Lim,Asotin,reforest,15,0,0,0
1,Lim,Asotin,reforest,16,0,0,0
1,Lim,Asotin,reforest,17,0,0,0
1,Lim,Asotin,reforest,18,0,0,0
1,Lim,Asotin,reforest,19,0,0,0
1,Lim,Asotin,reforest,20,0,0,0
1,Lim,Asotin,reforest,21,0,0,0
1,Lim,Asotin,reforest,22,0,0,0
1,Lim,Asotin,reforest,23,0,0,0
1,Lim,Asotin,reforest,24,0,0,0
1,Lim,Asotin,reforest,25,0,0,0
1,Lim,Asotin,reforest,26,0,0,0
1,Lim,Asotin,reforest,27,0,0,0
1,Lim,Asotin,reforest,28,0,0,0
1,Lim,Asotin,reforest,29,0,0,0
1,Lim,Asotin,reforest,30,0,0,0
1,Lim,Asotin,reforest,31,0,0,0
1,Lim,Asotin,rref,1,-8.00E-07,-7.00E-07,-8.00E-07
1,Lim,Asotin,rref,2,-2.30E-06,-2.10E-06,-2.40E-06
1,Lim,Asotin,rref,3,-4.40E-06,-4.20E-06,-4.60E-06
1,Lim,Asotin,rref,4,-7.20E-06,-6.80E-06,-7.50E-06
1,Lim,Asotin,rref,5,-1.05E-05,-1.00E-05,-1.10E-05
1,Lim,Asotin,rref,6,-1.43E-05,-1.37E-05,-1.50E-05
1,Lim,Asotin,rref,7,-1.87E-05,-1.78E-05,-1.96E-05
1,Lim,Asotin,rref,8,-2.34E-05,-2.23E-05,-2.45E-05
1,Lim,Asotin,rref,9,-2.86E-05,-2.72E-05,-2.99E-05
1,Lim,Asotin,rref,10,-3.41E-05,-3.24E-05,-3.59E-05
1,Lim,Asotin,rref,11,-3.93E-05,-3.74E-05,-4.12E-05
1,Lim,Asotin,rref,12,-4.40E-05,-4.19E-05,-4.62E-05
1,Lim,Asotin,rref,13,-4.85E-05,-4.60E-05,-5.09E-05
1,Lim,Asotin,rref,14,-5.26E-05,-5.00E-05,-5.51E-05
1,Lim,Asotin,rref,15,-5.64E-05,-5.36E-05,-5.91E-05
1,Lim,Asotin,rref,16,-5.99E-05,-5.69E-05,-6.26E-05
1,Lim,Asotin,rref,17,-6.32E-05,-6.02E-05,-6.64E-05
1,Lim,Asotin,rref,18,-6.61E-05,-6.27E-05,-6.93E-05
1,Lim,Asotin,rref,19,-6.90E-05,-6.55E-05,-7.24E-05
1,Lim,Asotin,rref,20,-7.14E-05,-6.81E-05,-7.50E-05
1,Lim,Asotin,rref,21,-7.38E-05,-7.01E-05,-7.72E-05
1,Lim,Asotin,rref,22,-7.60E-05,-7.20E-05,-7.97E-05
1,Lim,Asotin,rref,23,-7.81E-05,-7.43E-05,-8.20E-05
1,Lim,Asotin,rref,24,-7.98E-05,-7.59E-05,-8.38E-05
1,Lim,Asotin,rref,25,-8.17E-05,-7.76E-05,-8.55E-05
1,Lim,Asotin,rref,26,-8.30E-05,-7.89E-05,-8.70E-05
1,Lim,Asotin,rref,27,-8.47E-05,-8.06E-05,-8.89E-05
1,Lim,Asotin,rref,28,-8.61E-05,-8.17E-05,-9.03E-05
1,Lim,Asotin,rref,29,-8.73E-05,-8.29E-05,-9.21E-05
1,Lim,Asotin,rref,30,-8.84E-05,-8.42E-05,-9.29E-05
1,Lim,Asotin,rref,31,-8.95E-05,-8.49E-05,-9.38E-05
1,Lim,Asotin,sage,1,-0.0000017,-0.0000012,-0.0000021
1,Lim,Asotin,sage,2,-0.0000041,-0.000003,-0.0000053
1,Lim,Asotin,sage,3,-0.0000073,-0.0000052,-0.0000097
1,Lim,Asotin,sage,4,-0.0000112,-0.0000076,-0.0000149
1,Lim,Asotin,sage,5,-0.000016,-0.0000108,-0.0000211
1,Lim,Asotin,sage,6,-0.0000215,-0.0000147,-0.0000283
1,Lim,Asotin,sage,7,-0.0000279,-0.0000181,-0.0000368
1,Lim,Asotin,sage,8,-0.0000349,-0.0000229,-0.0000467
1,Lim,Asotin,sage,9,-0.0000429,-0.0000278,-0.000057
1,Lim,Asotin,sage,10,-0.000051,-0.0000327,-0.0000676
