Scenario,ScenName,County,Activity,Year,Median,CI_High,CI_Low
2,Amb,Jefferson,ifm,23,-0.1804147,-0.1593137,-0.2021559
2,Amb,Jefferson,ifm,24,-0.1817719,-0.1595217,-0.2038181
2,Amb,Jefferson,ifm,25,-0.1826982,-0.1594069,-0.2042919
2,Amb,Jefferson,ifm,26,-0.1834951,-0.1592196,-0.2069412
2,Amb,Jefferson,ifm,27,-0.1839538,-0.162647,-0.206406
2,Amb,Jefferson,ifm,28,-0.1851062,-0.1610477,-0.2076893
2,Amb,Jefferson,ifm,29,-0.1850463,-0.163587,-0.2086047
2,Amb,Jefferson,ifm,30,-0.1857718,-0.1639237,-0.2092309
2,Amb,Jefferson,ifm,31,-0.1865342,-0.1645349,-0.2094141
2,Amb,Jefferson,reforest,1,0,0,0
2,Amb,Jefferson,reforest,2,0,0,0
2,Amb,Jefferson,reforest,3,0,0,0
2,Amb,Jefferson,reforest,4,0,0,0
2,Amb,Jefferson,reforest,5,0,0,0
2,Amb,Jefferson,reforest,6,0,0,0
2,Amb,Jefferson,reforest,7,0,0,0
2,Amb,Jefferson,reforest,8,0,0,0
2,Amb,Jefferson,reforest,9,0,0,0
2,Amb,Jefferson,reforest,10,0,0,0
2,Amb,Jefferson,reforest,11,0,0,0
2,Amb,Jefferson,reforest,12,0,0,0
2,Amb,Jefferson,reforest,13,0,0,0
2,Amb,Jefferson,reforest,14,0,0,0
2,Amb,Jefferson,reforest,15,0,0,0
2,Amb,Jefferson,reforest,16,0,0,0
2,Amb,Jefferson,reforest,17,0,0,0
2,Amb,Jefferson,reforest,18,0,0,0
2,Amb,Jefferson,reforest,19,0,0,0
2,Amb,Jefferson,reforest,20,0,0,0
2,Amb,Jefferson,reforest,21,0,0,0
2,Amb,Jefferson,reforest,22,0,0,0
2,Amb,Jefferson,reforest,23,0,0,0
2,Amb,Jefferson,reforest,24,0,0,0
2,Amb,Jefferson,reforest,25,0,0,0
2,Amb,Jefferson,reforest,26,0,0,0
2,Amb,Jefferson,reforest,27,0,0,0
2,Amb,Jefferson,reforest,28,0,0,0
2,Amb,Jefferson,reforest,29,0,0,0
2,Amb,Jefferson,reforest,30,0,0,0
2,Amb,Jefferson,reforest,31,0,0,0
2,Amb,Jefferson,rref,1,-0.0000223,-0.0000212,-0.0000233
2,Amb,Jefferson,rref,2,-0.0000652,-0.000062,-0.0000685
2,Amb,Jefferson,rref,3,-0.000127,-0.0001207,-0.0001337
2,Amb,Jefferson,rref,4,-0.000207,-0.0001973,-0.0002169
2,Amb,Jefferson,rref,5,-0.0003022,-0.0002886,-0.0003176
2,Amb,Jefferson,rref,6,-0.0004135,-0.000393,-0.0004345
2,Amb,Jefferson,rref,7,-0.0005386,-0.0005103,-0.0005656
2,Amb,Jefferson,rref,8,-0.0006776,-0.0006427,-0.0007093
2,Amb,Jefferson,rref,9,-0.0008282,-0.0007845,-0.0008665
2,Amb,Jefferson,rref,10,-0.0009881,-0.0009404,-0.0010404
2,Amb,Jefferson,rref,11,-0.0011807,-0.001125,-0.0012423
2,Amb,Jefferson,rref,12,-0.0014029,-0.0013358,-0.0014716
2,Amb,Jefferson,rref,13,-0.001656,-0.0015736,-0.0017421
2,Amb,Jefferson,rref,14,-0.0019298,-0.0018388,-0.0020287
2,Amb,Jefferson,rref,15,-0.0022333,-0.0021225,-0.0023386
2,Amb,Jefferson,rref,16,-0.0025595,-0.002441,-0.0026859
2,Amb,Jefferson,rref,17,-0.0028972,-0.0027641,-0.0030346
2,Amb,Jefferson,rref,18,-0.0032599,-0.0030991,-0.0034218
2,Amb,Jefferson,rref,19,-0.0036449,-0.0034683,-0.0038158
2,Amb,Jefferson,rref,20,-0.0040403,-0.003835,-0.0042396
2,Amb,Jefferson,rref,21,-0.0044878,-0.0042571,-0.0047104
2,Amb,Jefferson,rref,22,-0.0050036,-0.0047489,-0.0052546
2,Amb,Jefferson,rref,23,-0.0055623,-0.0052984,-0.0058269
2,Amb,Jefferson,rref,24,-0.0061677,-0.0058634,-0.0064775
2,Amb,Jefferson,rref,25,-0.0068316,-0.0064769,-0.0071594
2,Amb,Jefferson,rref,26,-0.0075018,-0.0071335,-0.0078905
2,Amb,Jefferson,rref,27,-0.0082206,-0.0078385,-0.0086498
2,Amb,Jefferson,rref,28,-0.0090103,-0.0085597,-0.0094718
2,Amb,Jefferson,rref,29,-0.009817,-0.0092807,-0.0102848
2,Amb,Jefferson,rref,30,-0.0106403,-0.0101399,-0.0112009
2,Amb,Jefferson,rref,31,-0.0114769,-0.0109299,-0.0120424
2,Amb,Jefferson,sage,1,0,0,0
2,Amb,Jefferson,sage,2,0,0,0
2,Amb,Jefferson,sage,3,0,0,0
2,Amb,Jefferson,sage,4,0,0,0
2,Amb,Jefferson,sage,5,0,0,0
2,Amb,Jefferson,sage,6,0,0,0
2,Amb,Jefferson,sage,7,0,0,0
2,Amb,Jefferson,sage,8,0,0,0
2,Amb,Jefferson,sage,9,0,0,0
2,Amb,Jefferson,sage,10,0,0,0
2,Amb,Jefferson,sage,11,0,0,0
2,Amb,Jefferson,sage,12,0,0,0
2,Amb,Jefferson,sage,13,0,0,0
2,Amb,Jefferson,sage,14,0,0,0
2,Amb,Jefferson,sage,15,0,0,0
2,Amb,Jefferson,sage,16,0,0,0
2,Amb,Jefferson,sage,17,0,0,0
2,Amb,Jefferson,sage,18,0,0,0
2,Amb,Jefferson,sage,19,0,0,0
2,Amb,Jefferson,sage,20,0,0,0
2,Amb,Jefferson,sage,21,0,0,0
2,Amb,Jefferson,sage,22,0,0,0
2,Amb,Jefferson,sage,23,0,0,0
2,Amb,Jefferson,sage,24,0,0,0
2,Amb,Jefferson,sage,25,0,0,0
2,Amb,Jefferson,sage,26,0,0,0
2,Amb,Jefferson,sage,27,0,0,0
2,Amb,Jefferson,sage,28,0,0,0
2,Amb,Jefferson,sage,29,0,0,0
2,Amb,Jefferson,sage,30,0,0,0
2,Amb,Jefferson,sage,31,0,0,0
2,Amb,Jefferson,tide,1,-0.0000038,-0.0000031,-0.0000046
2,Amb,Jefferson,tide,2,-0.0000115,-0.0000091,-0.0000137
2,Amb,Jefferson,tide,3,-0.0000226,-0.000018,-0.000027
2,Amb,Jefferson,tide,4,-0.0000376,-0.0000296,-0.0000445
2,Amb,Jefferson,tide,5,-0.0000557,-0.0000441,-0.0000671
2,Amb,Jefferson,tide,6,-0.0000786,-0.0000631,-0.0000935
2,Amb,Jefferson,tide,7,-0.0001047,-0.0000837,-0.0001251
2,Amb,Jefferson,tide,8,-0.0001338,-0.0001057,-0.0001625
2,Amb,Jefferson,tide,9,-0.0001668,-0.0001339,-0.0002001
2,Amb,Jefferson,tide,10,-0.0002023,-0.0001618,-0.0002411
2,Amb,Jefferson,tide,11,-0.0002436,-0.0001911,-0.000291
2,Amb,Jefferson,tide,12,-0.0002866,-0.0002312,-0.0003453
2,Amb,Jefferson,tide,13,-0.0003317,-0.0002695,-0.0004008
2,Amb,Jefferson,tide,14,-0.000381,-0.0003054,-0.0004617
2,Amb,Jefferson,tide,15,-0.000431,-0.0003445,-0.0005212
2,Amb,Jefferson,tide,16,-0.0004916,-0.0003943,-0.0005882
2,Amb,Jefferson,tide,17,-0.0005547,-0.0004366,-0.0006695
2,Amb,Jefferson,tide,18,-0.0006123,-0.0004929,-0.0007376
2,Amb,Jefferson,tide,19,-0.0006113,-0.0004861,-0.0007333
2,Amb,Jefferson,tide,20,-0.0006137,-0.0004961,-0.0007354
2,Amb,Jefferson,tide,21,-0.0006197,-0.0004962,-0.0007422
2,Amb,Jefferson,tide,22,-0.0006152,-0.000488,-0.0007427
2,Amb,Jefferson,tide,23,-0.0006182,-0.0004921,-0.0007464
2,Amb,Jefferson,tide,24,-0.0006166,-0.0004913,-0.0007428
2,Amb,Jefferson,tide,25,-0.0006149,-0.0004913,-0.0007385
2,Amb,Jefferson,tide,26,-0.0006174,-0.0004865,-0.00075
2,Amb,Jefferson,tide,27,-0.0006085,-0.0004892,-0.0007303
2,Amb,Jefferson,tide,28,-0.0006144,-0.0004847,-0.0007469
2,Amb,Jefferson,tide,29,-0.0006178,-0.0004931,-0.0007398
2,Amb,Jefferson,tide,30,-0.0006134,-0.0004921,-0.0007394
2,Amb,Jefferson,tide,31,-0.0006155,-0.0004975,-0.0007472
2,Amb,King,ACF,1,-0.0113625,-0.0074409,-0.01494
2,Amb,King,ACF,2,-0.0226393,-0.0155113,-0.0296537
2,Amb,King,ACF,3,-0.0335391,-0.0229337,-0.0443606
2,Amb,King,ACF,4,-0.045862,-0.0307854,-0.0601532
2,Amb,King,ACF,5,-0.0572738,-0.0384365,-0.0744837
2,Amb,King,ACF,6,-0.0673211,-0.0448733,-0.0895808
2,Amb,King,ACF,7,-0.080162,-0.0540254,-0.104354
2,Amb,King,ACF,8,-0.092329,-0.0593665,-0.119703
2,Amb,King,ACF,9,-0.1012154,-0.0690299,-0.1364693
2,Amb,King,ACF,10,-0.1133849,-0.0800524,-0.1516034
2,Amb,King,ACF,11,-0.1129753,-0.0769779,-0.1513178
2,Amb,King,ACF,12,-0.1150051,-0.0754872,-0.1503692
2,Amb,King,ACF,13,-0.1150434,-0.0777118,-0.1502661
2,Amb,King,ACF,14,-0.1141879,-0.0812541,-0.1519386
2,Amb,King,ACF,15,-0.1148251,-0.0785802,-0.1525361
2,Amb,King,ACF,16,-0.1140794,-0.0777287,-0.1478638
2,Amb,King,ACF,17,-0.1149387,-0.0791747,-0.150141
2,Amb,King,ACF,18,-0.1153473,-0.0792256,-0.1510706
2,Amb,King,ACF,19,-0.1157257,-0.0807833,-0.1557218
2,Amb,King,ACF,20,-0.1147217,-0.0776325,-0.1553044
2,Amb,King,ACF,21,-0.1149543,-0.0779711,-0.1513374
2,Amb,King,ACF,22,-0.1165643,-0.0781629,-0.1504825
2,Amb,King,ACF,23,-0.115617,-0.0780834,-0.1531779
2,Amb,King,ACF,24,-0.1156014,-0.0808771,-0.1524034
2,Amb,King,ACF,25,-0.1171147,-0.0807589,-0.1533939
2,Amb,King,ACF,26,-0.1177744,-0.0814474,-0.1532545
2,Amb,King,ACF,27,-0.1167374,-0.0793381,-0.1523875
2,Amb,King,ACF,28,-0.1167487,-0.0789238,-0.1538455
2,Amb,King,ACF,29,-0.1161485,-0.0801324,-0.1530238
2,Amb,King,ACF,30,-0.1179394,-0.0810228,-0.153023
2,Amb,King,ACF,31,-0.1166533,-0.0796037,-0.1533495
2,Amb,King,ag,1,-0.0001777,-0.0001261,-0.0002327
2,Amb,King,ag,2,-0.0003607,-0.0002592,-0.0004653
2,Amb,King,ag,3,-0.0005497,-0.0003895,-0.0007016
2,Amb,King,ag,4,-0.0007237,-0.0005218,-0.0009298
2,Amb,King,ag,5,-0.0008955,-0.0006455,-0.001158
2,Amb,King,ag,6,-0.0010949,-0.0007685,-0.0013826
2,Amb,King,ag,7,-0.0012597,-0.0008893,-0.001628
2,Amb,King,ag,8,-0.0014528,-0.0010244,-0.0018415
2,Amb,King,ag,9,-0.0016105,-0.001147,-0.0020867
2,Amb,King,ag,10,-0.0018,-0.0012712,-0.0023164
2,Amb,King,ag,11,-0.0018483,-0.0013316,-0.0023806
2,Amb,King,ag,12,-0.0019277,-0.0013869,-0.002467
2,Amb,King,ag,13,-0.0020286,-0.0014665,-0.0025795
2,Amb,King,ag,14,-0.0020596,-0.0014846,-0.0026506
2,Amb,King,ag,15,-0.002142,-0.0015601,-0.0027612
2,Amb,King,ag,16,-0.0022479,-0.001615,-0.0028655
2,Amb,King,ag,17,-0.0022819,-0.0016295,-0.0029071
2,Amb,King,ag,18,-0.0023944,-0.0017434,-0.0030349
2,Amb,King,ag,19,-0.0024425,-0.0017562,-0.0031549
2,Amb,King,ag,20,-0.0024922,-0.0018608,-0.0031935
2,Amb,King,ag,21,-0.002575,-0.0018322,-0.0033047
2,Amb,King,ag,22,-0.0026761,-0.0019011,-0.0033654
2,Amb,King,ag,23,-0.0027153,-0.0019475,-0.0034277
2,Amb,King,ag,24,-0.002761,-0.0020538,-0.0035623
2,Amb,King,ag,25,-0.0028372,-0.0020491,-0.0036541
2,Amb,King,ag,26,-0.0028817,-0.0020471,-0.0037524
2,Amb,King,ag,27,-0.0029816,-0.0021612,-0.0038174
2,Amb,King,ag,28,-0.0030543,-0.0022282,-0.003905
2,Amb,King,ag,29,-0.0031536,-0.0022137,-0.0040119
2,Amb,King,ag,30,-0.0031665,-0.0023076,-0.0040527
2,Amb,King,ag,31,-0.0032782,-0.0023673,-0.0041643
2,Amb,King,grass,1,-6.00E-07,-5.00E-07,-7.00E-07
2,Amb,King,grass,2,-1.20E-06,-1.00E-06,-1.40E-06
2,Amb,King,grass,3,-1.80E-06,-1.50E-06,-2.10E-06
2,Amb,King,grass,4,-2.30E-06,-2.00E-06,-2.70E-06
2,Amb,King,grass,5,-2.90E-06,-2.40E-06,-3.40E-06
2,Amb,King,grass,6,-3.50E-06,-3.00E-06,-4.10E-06
2,Amb,King,grass,7,-4.10E-06,-3.40E-06,-4.80E-06
2,Amb,King,grass,8,-4.70E-06,-4.00E-06,-5.40E-06
2,Amb,King,grass,9,-5.30E-06,-4.30E-06,-6.10E-06
2,Amb,King,grass,10,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,11,-5.90E-06,-4.80E-06,-6.80E-06
2,Amb,King,grass,12,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,13,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,14,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,15,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,16,-5.80E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,17,-5.80E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,18,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,19,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,20,-5.80E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,21,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,22,-5.90E-06,-5.00E-06,-6.80E-06
2,Amb,King,grass,23,-5.80E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,24,-5.80E-06,-4.90E-06,-6.90E-06
2,Amb,King,grass,25,-5.90E-06,-4.90E-06,-6.90E-06
2,Amb,King,grass,26,-5.80E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,27,-5.80E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,28,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,29,-5.90E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,30,-5.80E-06,-4.90E-06,-6.80E-06
2,Amb,King,grass,31,-5.80E-06,-4.90E-06,-6.80E-06
2,Amb,King,ifm,1,-0.0000694,-0.0000603,-0.0000784
2,Amb,King,ifm,2,-0.000084,-0.0000727,-0.0000943
2,Amb,King,ifm,3,-0.0000999,-0.0000877,-0.0001133
2,Amb,King,ifm,4,-0.0001205,-0.0001039,-0.0001352
2,Amb,King,ifm,5,-0.0001449,-0.000126,-0.0001633
2,Amb,King,ifm,6,-0.0001734,-0.0001508,-0.0001972
2,Amb,King,ifm,7,-0.0002089,-0.0001804,-0.0002365
2,Amb,King,ifm,8,-0.0002508,-0.0002181,-0.0002839
2,Amb,King,ifm,9,-0.0003011,-0.0002602,-0.000339
2,Amb,King,ifm,10,-0.0003617,-0.000317,-0.0004048
2,Amb,King,ifm,11,-0.1408864,-0.1124794,-0.1710135
2,Amb,King,ifm,12,-0.1432051,-0.1133595,-0.1739817
2,Amb,King,ifm,13,-0.1460567,-0.1136208,-0.1764775
2,Amb,King,ifm,14,-0.1473231,-0.1168378,-0.1778987
2,Amb,King,ifm,15,-0.1495484,-0.118564,-0.1822087
2,Amb,King,ifm,16,-0.1506758,-0.119389,-0.1834028
2,Amb,King,ifm,17,-0.1535818,-0.1235823,-0.1842593
2,Amb,King,ifm,18,-0.1546695,-0.123601,-0.1843505
2,Amb,King,ifm,19,-0.1566411,-0.1240646,-0.1883537
2,Amb,King,ifm,20,-0.1584972,-0.1267191,-0.191929
2,Amb,King,ifm,21,-0.1599416,-0.1266505,-0.1909989
2,Amb,King,ifm,22,-0.1610193,-0.1301111,-0.1926378
2,Amb,King,ifm,23,-0.161794,-0.133019,-0.1941245
2,Amb,King,ifm,24,-0.1641701,-0.1317326,-0.1934152
2,Amb,King,ifm,25,-0.1639923,-0.132415,-0.1960389
2,Amb,King,ifm,26,-0.1653747,-0.1328694,-0.1968968
2,Amb,King,ifm,27,-0.1655709,-0.1323025,-0.1960889
2,Amb,King,ifm,28,-0.1676641,-0.1337278,-0.1991252
2,Amb,King,ifm,29,-0.1684546,-0.1364333,-0.2022728
2,Amb,King,ifm,30,-0.1672508,-0.137306,-0.2013652
2,Amb,King,ifm,31,-0.1712217,-0.1384811,-0.2037642
2,Amb,King,reforest,1,0,0,0
2,Amb,King,reforest,2,0,0,0
2,Amb,King,reforest,3,0,0,0
2,Amb,King,reforest,4,0,0,0
2,Amb,King,reforest,5,0,0,0
2,Amb,King,reforest,6,0,0,0
2,Amb,King,reforest,7,0,0,0
2,Amb,King,reforest,8,0,0,0
2,Amb,King,reforest,9,0,0,0
2,Amb,King,reforest,10,0,0,0
2,Amb,King,reforest,11,0,0,0
2,Amb,King,reforest,12,0,0,0
2,Amb,King,reforest,13,0,0,0
2,Amb,King,reforest,14,0,0,0
2,Amb,King,reforest,15,0,0,0
2,Amb,King,reforest,16,0,0,0
2,Amb,King,reforest,17,0,0,0
2,Amb,King,reforest,18,0,0,0
2,Amb,King,reforest,19,0,0,0
2,Amb,King,reforest,20,0,0,0
2,Amb,King,reforest,21,0,0,0
2,Amb,King,reforest,22,0,0,0
2,Amb,King,reforest,23,0,0,0
2,Amb,King,reforest,24,0,0,0
2,Amb,King,reforest,25,0,0,0
2,Amb,King,reforest,26,0,0,0
2,Amb,King,reforest,27,0,0,0
2,Amb,King,reforest,28,0,0,0
2,Amb,King,reforest,29,0,0,0
2,Amb,King,reforest,30,0,0,0
2,Amb,King,reforest,31,0,0,0
2,Amb,King,rref,1,-0.0000163,-0.0000155,-0.0000171
2,Amb,King,rref,2,-0.0000478,-0.0000453,-0.0000502
2,Amb,King,rref,3,-0.0000931,-0.0000886,-0.000098
2,Amb,King,rref,4,-0.0001511,-0.0001434,-0.0001588
2,Amb,King,rref,5,-0.0002212,-0.0002109,-0.0002315
2,Amb,King,rref,6,-0.000303,-0.0002884,-0.0003184
2,Amb,King,rref,7,-0.000395,-0.0003748,-0.0004161
2,Amb,King,rref,8,-0.000496,-0.0004717,-0.0005206
2,Amb,King,rref,9,-0.0006051,-0.0005747,-0.0006356
2,Amb,King,rref,10,-0.0007224,-0.0006878,-0.0007571
2,Amb,King,rref,11,-0.0008626,-0.0008218,-0.0009047
2,Amb,King,rref,12,-0.0010272,-0.0009756,-0.001077
2,Amb,King,rref,13,-0.0012122,-0.0011497,-0.0012712
2,Amb,King,rref,14,-0.0014128,-0.0013476,-0.0014816
2,Amb,King,rref,15,-0.0016389,-0.0015534,-0.0017251
2,Amb,King,rref,16,-0.0018741,-0.001777,-0.0019709
2,Amb,King,rref,17,-0.0021189,-0.0020181,-0.0022222
2,Amb,King,rref,18,-0.0023871,-0.0022619,-0.0025113
2,Amb,King,rref,19,-0.0026596,-0.0025347,-0.0027971
2,Amb,King,rref,20,-0.0029581,-0.0027981,-0.0030923
2,Amb,King,rref,21,-0.0032925,-0.0031171,-0.0034476
2,Amb,King,rref,22,-0.0036615,-0.0034712,-0.0038419
2,Amb,King,rref,23,-0.0040645,-0.0038634,-0.0042803
2,Amb,King,rref,24,-0.0045121,-0.0042811,-0.0047327
2,Amb,King,rref,25,-0.0049924,-0.004734,-0.0052366
2,Amb,King,rref,26,-0.0054916,-0.0052302,-0.005755
2,Amb,King,rref,27,-0.0060296,-0.0057251,-0.0063426
2,Amb,King,rref,28,-0.0065954,-0.0062505,-0.006903
2,Amb,King,rref,29,-0.0071818,-0.0068147,-0.0075348
2,Amb,King,rref,30,-0.007779,-0.0074124,-0.0081619
2,Amb,King,rref,31,-0.0084064,-0.0079846,-0.0087946
2,Amb,King,sage,1,0,0,0
2,Amb,King,sage,2,0,0,0
2,Amb,King,sage,3,0,0,0
2,Amb,King,sage,4,0,0,0
2,Amb,King,sage,5,0,0,0
2,Amb,King,sage,6,0,0,0
2,Amb,King,sage,7,0,0,0
2,Amb,King,sage,8,0,0,0
2,Amb,King,sage,9,0,0,0
2,Amb,King,sage,10,0,0,0
2,Amb,King,sage,11,0,0,0
2,Amb,King,sage,12,0,0,0
2,Amb,King,sage,13,0,0,0
2,Amb,King,sage,14,0,0,0
2,Amb,King,sage,15,0,0,0
2,Amb,King,sage,16,0,0,0
2,Amb,King,sage,17,0,0,0
2,Amb,King,sage,18,0,0,0
2,Amb,King,sage,19,0,0,0
2,Amb,King,sage,20,0,0,0
2,Amb,King,sage,21,0,0,0
2,Amb,King,sage,22,0,0,0
2,Amb,King,sage,23,0,0,0
2,Amb,King,sage,24,0,0,0
2,Amb,King,sage,25,0,0,0
2,Amb,King,sage,26,0,0,0
2,Amb,King,sage,27,0,0,0
2,Amb,King,sage,28,0,0,0
2,Amb,King,sage,29,0,0,0
2,Amb,King,sage,30,0,0,0
2,Amb,King,sage,31,0,0,0
2,Amb,King,tide,1,0.00E+00,0.00E+00,0.00E+00
2,Amb,King,tide,2,-1.00E-07,-1.00E-07,-1.00E-07
2,Amb,King,tide,3,-1.00E-07,-1.00E-07,-2.00E-07
2,Amb,King,tide,4,-2.00E-07,-2.00E-07,-3.00E-07
2,Amb,King,tide,5,-4.00E-07,-3.00E-07,-4.00E-07
2,Amb,King,tide,6,-5.00E-07,-4.00E-07,-6.00E-07
2,Amb,King,tide,7,-7.00E-07,-5.00E-07,-8.00E-07
2,Amb,King,tide,8,-8.00E-07,-7.00E-07,-1.00E-06
2,Amb,King,tide,9,-1.10E-06,-9.00E-07,-1.30E-06
2,Amb,King,tide,10,-1.30E-06,-1.00E-06,-1.60E-06
2,Amb,King,tide,11,-1.50E-06,-1.20E-06,-1.90E-06
2,Amb,King,tide,12,-1.80E-06,-1.50E-06,-2.20E-06
2,Amb,King,tide,13,-2.10E-06,-1.70E-06,-2.60E-06
2,Amb,King,tide,14,-2.40E-06,-2.00E-06,-3.00E-06
2,Amb,King,tide,15,-2.80E-06,-2.20E-06,-3.30E-06
2,Amb,King,tide,16,-3.20E-06,-2.60E-06,-3.80E-06
2,Amb,King,tide,17,-3.60E-06,-2.90E-06,-4.30E-06
2,Amb,King,tide,18,-4.00E-06,-3.10E-06,-4.80E-06
2,Amb,King,tide,19,-4.40E-06,-3.60E-06,-5.30E-06
2,Amb,King,tide,20,-4.90E-06,-3.90E-06,-5.90E-06
2,Amb,King,tide,21,-5.40E-06,-4.30E-06,-6.50E-06
2,Amb,King,tide,22,-5.90E-06,-4.70E-06,-7.10E-06
2,Amb,King,tide,23,-6.50E-06,-5.20E-06,-7.80E-06
2,Amb,King,tide,24,-7.10E-06,-5.70E-06,-8.50E-06
2,Amb,King,tide,25,-7.70E-06,-6.10E-06,-9.30E-06
2,Amb,King,tide,26,-8.20E-06,-6.60E-06,-1.01E-05
2,Amb,King,tide,27,-9.20E-06,-7.30E-06,-1.10E-05
2,Amb,King,tide,28,-1.00E-05,-8.00E-06,-1.19E-05
2,Amb,King,tide,29,-1.09E-05,-8.60E-06,-1.33E-05
2,Amb,King,tide,30,-1.18E-05,-9.40E-06,-1.40E-05
2,Amb,King,tide,31,-1.28E-05,-1.01E-05,-1.54E-05
2,Amb,Kitsap,ACF,1,-0.008295,-0.0056453,-0.0110063
2,Amb,Kitsap,ACF,2,-0.0166394,-0.0115512,-0.0218289
2,Amb,Kitsap,ACF,3,-0.024886,-0.0171474,-0.0331589
2,Amb,Kitsap,ACF,4,-0.0332127,-0.0229272,-0.0436005
2,Amb,Kitsap,ACF,5,-0.0416798,-0.0290975,-0.0547043
2,Amb,Kitsap,ACF,6,-0.0496229,-0.0344831,-0.066113
2,Amb,Kitsap,ACF,7,-0.0579684,-0.0394909,-0.0764199
2,Amb,Kitsap,ACF,8,-0.0662295,-0.0442739,-0.087864
2,Amb,Kitsap,ACF,9,-0.0743955,-0.0514741,-0.0964901
2,Amb,Kitsap,ACF,10,-0.0828224,-0.0579432,-0.1112618
2,Amb,Kitsap,ACF,11,-0.0830283,-0.055829,-0.1102201
2,Amb,Kitsap,ACF,12,-0.0838799,-0.0582294,-0.1102076
2,Amb,Kitsap,ACF,13,-0.0838836,-0.0572025,-0.108495
2,Amb,Kitsap,ACF,14,-0.0845542,-0.0563171,-0.1118287
2,Amb,Kitsap,ACF,15,-0.0833083,-0.0571252,-0.1082822
2,Amb,Kitsap,ACF,16,-0.0823156,-0.0562501,-0.1083479
2,Amb,Kitsap,ACF,17,-0.0846126,-0.0563625,-0.1097035
2,Amb,Kitsap,ACF,18,-0.083413,-0.0565646,-0.1102758
2,Amb,Kitsap,ACF,19,-0.0849582,-0.0577328,-0.1094295
2,Amb,Kitsap,ACF,20,-0.0846103,-0.0595836,-0.1080946
2,Amb,Kitsap,ACF,21,-0.0838081,-0.0594326,-0.11086
2,Amb,Kitsap,ACF,22,-0.083421,-0.0570469,-0.1096166
2,Amb,Kitsap,ACF,23,-0.083859,-0.0576572,-0.1087571
2,Amb,Kitsap,ACF,24,-0.0848787,-0.0586173,-0.1108753
2,Amb,Kitsap,ACF,25,-0.0835229,-0.0580564,-0.1088945
2,Amb,Kitsap,ACF,26,-0.0843963,-0.0574085,-0.1120148
2,Amb,Kitsap,ACF,27,-0.0839689,-0.0568241,-0.1120737
2,Amb,Kitsap,ACF,28,-0.0844958,-0.0562155,-0.1094683
2,Amb,Kitsap,ACF,29,-0.08341,-0.0587936,-0.1100597
2,Amb,Kitsap,ACF,30,-0.0845843,-0.0574615,-0.1091304
2,Amb,Kitsap,ACF,31,-0.0841773,-0.0580492,-0.1111587
2,Amb,Kitsap,ag,1,-0.0000287,-0.0000193,-0.0000372
2,Amb,Kitsap,ag,2,-0.0000566,-0.0000396,-0.0000747
2,Amb,Kitsap,ag,3,-0.0000872,-0.0000603,-0.0001121
2,Amb,Kitsap,ag,4,-0.0001164,-0.0000786,-0.0001486
2,Amb,Kitsap,ag,5,-0.0001445,-0.0000985,-0.000189
2,Amb,Kitsap,ag,6,-0.0001702,-0.0001195,-0.000227
2,Amb,Kitsap,ag,7,-0.0002028,-0.0001389,-0.0002621
2,Amb,Kitsap,ag,8,-0.0002315,-0.00016,-0.0002991
2,Amb,Kitsap,ag,9,-0.0002598,-0.0001795,-0.0003347
2,Amb,Kitsap,ag,10,-0.0002862,-0.0001923,-0.0003756
2,Amb,Kitsap,ag,11,-0.0002896,-0.0002001,-0.0003808
2,Amb,Kitsap,ag,12,-0.0003026,-0.0002115,-0.000389
2,Amb,Kitsap,ag,13,-0.0003102,-0.0002184,-0.0003985
2,Amb,Kitsap,ag,14,-0.000318,-0.0002243,-0.0004091
2,Amb,Kitsap,ag,15,-0.0003236,-0.0002314,-0.0004174
2,Amb,Kitsap,ag,16,-0.000326,-0.0002328,-0.0004255
2,Amb,Kitsap,ag,17,-0.0003336,-0.000238,-0.0004343
2,Amb,Kitsap,ag,18,-0.0003475,-0.0002448,-0.000449
2,Amb,Kitsap,ag,19,-0.0003522,-0.0002488,-0.0004533
2,Amb,Kitsap,ag,20,-0.0003629,-0.0002516,-0.0004622
2,Amb,Kitsap,ag,21,-0.0003713,-0.0002561,-0.0004732
2,Amb,Kitsap,ag,22,-0.0003762,-0.0002639,-0.0004761
2,Amb,Kitsap,ag,23,-0.0003835,-0.0002725,-0.0004923
