Scenario,ScenName,Activity,Year,Median,CI_High,CI_Low
2,Amb,rref,24,-0.158079761,-0.155917993,-0.160371447
2,Amb,rref,25,-0.174669394,-0.172210199,-0.177173994
2,Amb,rref,26,-0.192512801,-0.189689478,-0.195236269
2,Amb,rref,27,-0.211208889,-0.208318967,-0.214070116
2,Amb,rref,28,-0.230851214,-0.227488952,-0.234157005
2,Amb,rref,29,-0.251097994,-0.247654723,-0.254376441
2,Amb,rref,30,-0.272125892,-0.268559847,-0.276023109
2,Amb,rref,31,-0.293861094,-0.289826965,-0.298086455
2,Amb,sage,1,-0.0033649,-0.002721369,-0.00401316
2,Amb,sage,2,-0.007193071,-0.005932552,-0.008483127
2,Amb,sage,3,-0.011424516,-0.00947951,-0.013298339
2,Amb,sage,4,-0.015911189,-0.013405844,-0.018502434
2,Amb,sage,5,-0.021125741,-0.017874011,-0.024249061
2,Amb,sage,6,-0.026408426,-0.022515894,-0.030406063
2,Amb,sage,7,-0.032049086,-0.027586633,-0.036634338
2,Amb,sage,8,-0.038579446,-0.033320188,-0.043609421
2,Amb,sage,9,-0.045195131,-0.038933488,-0.050893605
2,Amb,sage,10,-0.052192488,-0.045516326,-0.058992419
2,Amb,sage,11,-0.056366228,-0.04913851,-0.063900187
2,Amb,sage,12,-0.059848067,-0.052532235,-0.067812009
2,Amb,sage,13,-0.063961922,-0.056183495,-0.071824182
2,Amb,sage,14,-0.068059608,-0.06001343,-0.076032924
2,Amb,sage,15,-0.071388421,-0.062782039,-0.080173493
2,Amb,sage,16,-0.075325947,-0.066403538,-0.084057858
2,Amb,sage,17,-0.079379685,-0.070265117,-0.08835334
2,Amb,sage,18,-0.083054438,-0.073668449,-0.09248505
2,Amb,sage,19,-0.087112635,-0.077292194,-0.096084209
2,Amb,sage,20,-0.090857741,-0.080481561,-0.101402893
2,Amb,sage,21,-0.094216083,-0.082678975,-0.105991742
2,Amb,sage,22,-0.097857358,-0.086092002,-0.10933904
2,Amb,sage,23,-0.101392507,-0.089974433,-0.112259466
2,Amb,sage,24,-0.105205476,-0.092805812,-0.116945151
2,Amb,sage,25,-0.108058463,-0.095747711,-0.121804884
2,Amb,sage,26,-0.112096331,-0.097845318,-0.124091971
2,Amb,sage,27,-0.115196366,-0.100702774,-0.129407921
2,Amb,sage,28,-0.118613779,-0.104992688,-0.132615885
2,Amb,sage,29,-0.122016501,-0.107716457,-0.137057747
2,Amb,sage,30,-0.125191431,-0.111277948,-0.14006021
2,Amb,sage,31,-0.128355214,-0.112621812,-0.143667652
2,Amb,tide,1,-0.000246403,-0.000226577,-0.000264792
2,Amb,tide,2,-0.000735189,-0.000679153,-0.000790155
2,Amb,tide,3,-0.001455494,-0.001354312,-0.001560893
2,Amb,tide,4,-0.00242676,-0.002245106,-0.002606763
2,Amb,tide,5,-0.00364229,-0.003388751,-0.003899387
2,Amb,tide,6,-0.005077847,-0.004709101,-0.005440686
2,Amb,tide,7,-0.006748426,-0.006237452,-0.007231576
2,Amb,tide,8,-0.008608295,-0.007987573,-0.009295182
2,Amb,tide,9,-0.010744425,-0.009946484,-0.011566946
2,Amb,tide,10,-0.013111416,-0.012140128,-0.014059021
2,Amb,tide,11,-0.015674223,-0.01457826,-0.016867477
2,Amb,tide,12,-0.018455848,-0.017050966,-0.019817379
2,Amb,tide,13,-0.021485466,-0.019895178,-0.022963388
2,Amb,tide,14,-0.02473202,-0.022857199,-0.026575862
2,Amb,tide,15,-0.028133545,-0.025936849,-0.030243029
2,Amb,tide,16,-0.031760964,-0.029502292,-0.034258649
2,Amb,tide,17,-0.035833197,-0.033073865,-0.0384719
2,Amb,tide,18,-0.040196002,-0.037251348,-0.043178413
2,Amb,tide,19,-0.044621273,-0.041515798,-0.047988348
2,Amb,tide,20,-0.049395419,-0.045871564,-0.053024814
2,Amb,tide,21,-0.054518094,-0.050154716,-0.058162595
2,Amb,tide,22,-0.059435271,-0.055193497,-0.064065248
2,Amb,tide,23,-0.065070048,-0.060321141,-0.070122303
2,Amb,tide,24,-0.070659068,-0.064820224,-0.076151936
2,Amb,tide,25,-0.075847862,-0.070330864,-0.081898519
2,Amb,tide,26,-0.08109565,-0.074699339,-0.087114585
2,Amb,tide,27,-0.087103721,-0.080722379,-0.09415322
2,Amb,tide,28,-0.093359305,-0.086269597,-0.100973508
2,Amb,tide,29,-0.099937933,-0.092208911,-0.107733993
2,Amb,tide,30,-0.107025649,-0.098319586,-0.11586858
2,Amb,tide,31,-0.113790141,-0.104931919,-0.123737233
3,Mod,ACF,1,-0.055914231,-0.050488355,-0.061250549
3,Mod,ACF,2,-0.112341519,-0.101506697,-0.123785588
3,Mod,ACF,3,-0.169273494,-0.152022205,-0.185877163
3,Mod,ACF,4,-0.226141841,-0.204055644,-0.247364758
3,Mod,ACF,5,-0.281705335,-0.253334561,-0.309656206
3,Mod,ACF,6,-0.338369301,-0.307480263,-0.369734241
3,Mod,ACF,7,-0.395633072,-0.359151436,-0.432824148
3,Mod,ACF,8,-0.450073344,-0.406863951,-0.493310166
3,Mod,ACF,9,-0.508260379,-0.459748462,-0.561090939
3,Mod,ACF,10,-0.566028558,-0.514216593,-0.617916968
3,Mod,ACF,11,-0.566917985,-0.506677975,-0.618841029
3,Mod,ACF,12,-0.568392811,-0.512228071,-0.625347501
3,Mod,ACF,13,-0.569672502,-0.516116544,-0.626283211
3,Mod,ACF,14,-0.569443948,-0.514432793,-0.629570828
3,Mod,ACF,15,-0.570615314,-0.517011375,-0.625278129
3,Mod,ACF,16,-0.570713189,-0.519368118,-0.62668585
3,Mod,ACF,17,-0.573507358,-0.514363847,-0.628193875
3,Mod,ACF,18,-0.570278794,-0.518738411,-0.627102706
3,Mod,ACF,19,-0.572854164,-0.517110386,-0.630650197
3,Mod,ACF,20,-0.572016384,-0.518242812,-0.630909597
3,Mod,ACF,21,-0.576024048,-0.518979958,-0.632453432
3,Mod,ACF,22,-0.577920503,-0.519500007,-0.63314842
3,Mod,ACF,23,-0.578451374,-0.521170941,-0.631879171
3,Mod,ACF,24,-0.57619457,-0.523822658,-0.634158985
3,Mod,ACF,25,-0.580811167,-0.518959589,-0.631107101
3,Mod,ACF,26,-0.577126154,-0.519396218,-0.63104644
3,Mod,ACF,27,-0.581192902,-0.5224438,-0.636047623
3,Mod,ACF,28,-0.579290404,-0.527091266,-0.633195985
3,Mod,ACF,29,-0.58109199,-0.526231949,-0.633869675
3,Mod,ACF,30,-0.578635497,-0.527951064,-0.634539362
3,Mod,ACF,31,-0.581624921,-0.524238803,-0.637685717
3,Mod,ag,1,-0.038307232,-0.034510191,-0.041805734
3,Mod,ag,2,-0.076257652,-0.069392672,-0.083617148
3,Mod,ag,3,-0.11464009,-0.103785791,-0.124627861
3,Mod,ag,4,-0.152324138,-0.136438771,-0.165514933
3,Mod,ag,5,-0.190652117,-0.172397,-0.209391144
3,Mod,ag,6,-0.229117667,-0.205587361,-0.248489379
3,Mod,ag,7,-0.267328566,-0.241127265,-0.291667024
3,Mod,ag,8,-0.305830022,-0.275688469,-0.33642874
3,Mod,ag,9,-0.343751426,-0.311692242,-0.376830485
3,Mod,ag,10,-0.381119172,-0.344056184,-0.42023279
3,Mod,ag,11,-0.473719698,-0.424353915,-0.525562113
3,Mod,ag,12,-0.494078456,-0.439370587,-0.545768983
3,Mod,ag,13,-0.510791923,-0.459064048,-0.56338303
3,Mod,ag,14,-0.527344915,-0.47679462,-0.579764717
3,Mod,ag,15,-0.54692639,-0.493393132,-0.601351641
3,Mod,ag,16,-0.563779794,-0.508986248,-0.621778647
3,Mod,ag,17,-0.581500789,-0.522999434,-0.635047489
3,Mod,ag,18,-0.597830564,-0.540334391,-0.653239253
3,Mod,ag,19,-0.617388187,-0.558606696,-0.674220031
3,Mod,ag,20,-0.636556546,-0.5751834,-0.697988757
3,Mod,ag,21,-0.65354304,-0.590750638,-0.714628165
3,Mod,ag,22,-0.670001614,-0.604374192,-0.729291731
3,Mod,ag,23,-0.688100831,-0.623317675,-0.753835653
3,Mod,ag,24,-0.70687336,-0.643294004,-0.773215516
3,Mod,ag,25,-0.723617402,-0.659620193,-0.789407368
3,Mod,ag,26,-0.744691041,-0.676010622,-0.808593986
3,Mod,ag,27,-0.75734716,-0.698303993,-0.834056984
3,Mod,ag,28,-0.774231115,-0.707081734,-0.842169896
3,Mod,ag,29,-0.794319903,-0.724281249,-0.865192057
3,Mod,ag,30,-0.80909059,-0.739374058,-0.885641982
3,Mod,ag,31,-0.826859818,-0.750609919,-0.902320982
3,Mod,grass,1,-0.000217744,-0.000206109,-0.000229834
3,Mod,grass,2,-0.00043548,-0.000412593,-0.000460168
3,Mod,grass,3,-0.000653988,-0.000618155,-0.000691059
3,Mod,grass,4,-0.000873162,-0.000823397,-0.000920646
3,Mod,grass,5,-0.001090707,-0.001033361,-0.001152507
3,Mod,grass,6,-0.001308323,-0.001234103,-0.001384368
3,Mod,grass,7,-0.001526683,-0.001441844,-0.001617138
3,Mod,grass,8,-0.001743929,-0.001640376,-0.001852508
3,Mod,grass,9,-0.001961617,-0.001853988,-0.002071351
3,Mod,grass,10,-0.002178376,-0.00205617,-0.002303303
3,Mod,grass,11,-0.002285597,-0.0021636,-0.002405949
3,Mod,grass,12,-0.002391033,-0.002251724,-0.002527996
3,Mod,grass,13,-0.002496385,-0.002342844,-0.00263649
3,Mod,grass,14,-0.00260037,-0.002458492,-0.002743839
3,Mod,grass,15,-0.002701708,-0.002554008,-0.002854527
3,Mod,grass,16,-0.002805015,-0.002651445,-0.002958447
3,Mod,grass,17,-0.002914454,-0.002746621,-0.003074052
3,Mod,grass,18,-0.003009373,-0.002839841,-0.003178884
3,Mod,grass,19,-0.003122947,-0.002943634,-0.003287915
3,Mod,grass,20,-0.003230331,-0.003044986,-0.003411073
3,Mod,grass,21,-0.003321299,-0.003129896,-0.003505724
3,Mod,grass,22,-0.003425775,-0.003231706,-0.003621891
3,Mod,grass,23,-0.003526181,-0.003337605,-0.00372412
3,Mod,grass,24,-0.003638792,-0.003442245,-0.003841117
3,Mod,grass,25,-0.00374232,-0.003531783,-0.003940036
3,Mod,grass,26,-0.003841593,-0.003627721,-0.004061912
3,Mod,grass,27,-0.003949303,-0.003735979,-0.004178851
3,Mod,grass,28,-0.004049734,-0.003816873,-0.004264772
3,Mod,grass,29,-0.004157635,-0.00392228,-0.004376635
3,Mod,grass,30,-0.004268592,-0.004024194,-0.004510847
3,Mod,grass,31,-0.00436159,-0.00413713,-0.004596609
3,Mod,ifm,1,-0.296229951,-0.282675002,-0.308934551
3,Mod,ifm,2,-0.596369562,-0.567929387,-0.622577116
3,Mod,ifm,3,-0.897267758,-0.859276324,-0.935791214
3,Mod,ifm,4,-1.203253999,-1.150451423,-1.256150347
3,Mod,ifm,5,-1.514457931,-1.440798226,-1.581720461
3,Mod,ifm,6,-1.820968358,-1.744580391,-1.904149474
3,Mod,ifm,7,-2.136683147,-2.048077585,-2.229937288
3,Mod,ifm,8,-2.456455547,-2.346935022,-2.560065515
3,Mod,ifm,9,-2.778815177,-2.665813702,-2.894247627
3,Mod,ifm,10,-3.094507238,-2.965469469,-3.223187113
3,Mod,ifm,11,-3.122477462,-2.98237822,-3.258004317
3,Mod,ifm,12,-3.146855074,-3.017177257,-3.281581151
3,Mod,ifm,13,-3.170127288,-3.033967416,-3.30997062
3,Mod,ifm,14,-3.200749623,-3.054677657,-3.337029749
3,Mod,ifm,15,-3.217161324,-3.08575523,-3.356567868
3,Mod,ifm,16,-3.249025384,-3.106274381,-3.379370858
3,Mod,ifm,17,-3.265492172,-3.119722476,-3.398053004
3,Mod,ifm,18,-3.284970272,-3.146431468,-3.425024949
3,Mod,ifm,19,-3.303150671,-3.16424028,-3.443590846
3,Mod,ifm,20,-3.315746622,-3.177270918,-3.463428796
3,Mod,ifm,21,-3.334472574,-3.195746822,-3.469376657
3,Mod,ifm,22,-3.353467578,-3.214652427,-3.489966303
3,Mod,ifm,23,-3.364174018,-3.220346783,-3.505539297
3,Mod,ifm,24,-3.378648454,-3.236538847,-3.52145822
3,Mod,ifm,25,-3.393721967,-3.249406673,-3.533035019
3,Mod,ifm,26,-3.40477898,-3.270952915,-3.550359114
3,Mod,ifm,27,-3.414146089,-3.2740967,-3.543582393
3,Mod,ifm,28,-3.432726997,-3.298018845,-3.568755188
3,Mod,ifm,29,-3.443440424,-3.294719189,-3.584153751
3,Mod,ifm,30,-3.456637056,-3.309463385,-3.600696469
3,Mod,ifm,31,-3.461145598,-3.318233781,-3.59722522
3,Mod,reforest,1,-0.002834764,-0.00029091,-0.006148153
3,Mod,reforest,2,-0.005486807,-0.00189314,-0.009977784
3,Mod,reforest,3,-0.008446575,-0.004953284,-0.011744339
3,Mod,reforest,4,-0.010607102,-0.007785062,-0.014152592
3,Mod,reforest,5,-0.012876455,-0.008986168,-0.017627749
3,Mod,reforest,6,-0.015099802,-0.010644601,-0.019795928
3,Mod,reforest,7,-0.017151931,-0.012705796,-0.021756309
3,Mod,reforest,8,-0.018968725,-0.015026953,-0.023956113
3,Mod,reforest,9,-0.020650937,-0.015972337,-0.025970831
3,Mod,reforest,10,-0.021865057,-0.016685635,-0.026570201
3,Mod,reforest,11,-0.021708106,-0.016419847,-0.026714102
3,Mod,reforest,12,-0.02156296,-0.016158962,-0.02648164
3,Mod,reforest,13,-0.021654634,-0.016041937,-0.026306282
3,Mod,reforest,14,-0.021414035,-0.015923512,-0.026296888
3,Mod,reforest,15,-0.021561103,-0.016228228,-0.026215063
3,Mod,reforest,16,-0.024557956,-0.018754519,-0.031488836
3,Mod,reforest,17,-0.028250024,-0.02053017,-0.036219054
3,Mod,reforest,18,-0.031402165,-0.024234162,-0.038784495
3,Mod,reforest,19,-0.034722383,-0.028768064,-0.04080478
3,Mod,reforest,20,-0.037331394,-0.03187918,-0.045560899
3,Mod,reforest,21,-0.040233698,-0.033358561,-0.048490758
3,Mod,reforest,22,-0.042634318,-0.037265502,-0.05093607
3,Mod,reforest,23,-0.045523532,-0.040078208,-0.052884166
3,Mod,reforest,24,-0.047927458,-0.041507421,-0.055674556
3,Mod,reforest,25,-0.049429592,-0.043376538,-0.057301504
3,Mod,reforest,26,-0.050479008,-0.04443668,-0.058719142
3,Mod,reforest,27,-0.05143301,-0.045795922,-0.058946543
3,Mod,reforest,28,-0.052438601,-0.046342455,-0.060362773
3,Mod,reforest,29,-0.05375586,-0.047080691,-0.061123543
3,Mod,reforest,30,-0.054404713,-0.048125835,-0.061324324
3,Mod,reforest,31,-0.055451976,-0.048984065,-0.062635984
3,Mod,rref,1,-0.000285577,-0.000281247,-0.000289594
3,Mod,rref,2,-0.000835509,-0.0008235,-0.000848045
3,Mod,rref,3,-0.001629431,-0.001607745,-0.001651374
3,Mod,rref,4,-0.002648582,-0.002612957,-0.002686093
3,Mod,rref,5,-0.003876166,-0.003823734,-0.003927063
3,Mod,rref,6,-0.005301748,-0.005223516,-0.00537656
3,Mod,rref,7,-0.006900448,-0.006803053,-0.006992093
3,Mod,rref,8,-0.008665413,-0.008549787,-0.00878796
3,Mod,rref,9,-0.010588442,-0.010439187,-0.010734904
3,Mod,rref,10,-0.012647463,-0.012468047,-0.012844924
3,Mod,rref,11,-0.014843499,-0.014627064,-0.015057435
3,Mod,rref,12,-0.017163485,-0.016919655,-0.017393639
3,Mod,rref,13,-0.01957931,-0.019313799,-0.019841854
3,Mod,rref,14,-0.022106402,-0.021781615,-0.022423761
3,Mod,rref,15,-0.024738047,-0.024380495,-0.025068437
3,Mod,rref,16,-0.027452924,-0.02711151,-0.027834587
3,Mod,rref,17,-0.030249115,-0.029846746,-0.030675211
3,Mod,rref,18,-0.033139208,-0.03267558,-0.033568905
3,Mod,rref,19,-0.036079717,-0.035527732,-0.03655521
3,Mod,rref,20,-0.039039133,-0.038471714,-0.039625635
3,Mod,rref,21,-0.042106791,-0.041497341,-0.042688729
3,Mod,rref,22,-0.045202356,-0.044560059,-0.045857088
3,Mod,rref,23,-0.048315927,-0.047606273,-0.048950026
3,Mod,rref,24,-0.051404973,-0.050698454,-0.052111127
3,Mod,rref,25,-0.054604913,-0.053865532,-0.05530053
3,Mod,rref,26,-0.05774706,-0.056962269,-0.058570266
3,Mod,rref,27,-0.060920161,-0.060053827,-0.0617719
3,Mod,rref,28,-0.064186354,-0.063262521,-0.065023766
3,Mod,rref,29,-0.067407379,-0.066483975,-0.068318078
3,Mod,rref,30,-0.07068359,-0.069729081,-0.071760626
3,Mod,rref,31,-0.073920818,-0.072926772,-0.074949237
3,Mod,sage,1,-0.003368193,-0.002740068,-0.004005399
3,Mod,sage,2,-0.003781735,-0.00315622,-0.004391036
3,Mod,sage,3,-0.004188683,-0.003501635,-0.004872601
3,Mod,sage,4,-0.004640384,-0.003975233,-0.005307474
3,Mod,sage,5,-0.005044999,-0.004359872,-0.005740543
3,Mod,sage,6,-0.005442948,-0.004724379,-0.006253507
3,Mod,sage,7,-0.005846741,-0.005120173,-0.006562162
3,Mod,sage,8,-0.006200297,-0.005474739,-0.0069846
3,Mod,sage,9,-0.006620268,-0.005880301,-0.007490514
3,Mod,sage,10,-0.010342119,-0.008939257,-0.011777032
3,Mod,sage,11,-0.011172941,-0.009698518,-0.012596831
3,Mod,sage,12,-0.012036607,-0.010546252,-0.01354099
3,Mod,sage,13,-0.012743417,-0.011161867,-0.014352777
3,Mod,sage,14,-0.013457082,-0.011794245,-0.015245947
3,Mod,sage,15,-0.014309643,-0.012523314,-0.016044183
3,Mod,sage,16,-0.015119935,-0.013414308,-0.01684672
3,Mod,sage,17,-0.015892334,-0.014039327,-0.017800164
3,Mod,sage,18,-0.016524763,-0.014532843,-0.018516967
3,Mod,sage,19,-0.017356057,-0.015286527,-0.019340742
3,Mod,sage,20,-0.018008397,-0.015910148,-0.020203731
3,Mod,sage,21,-0.018766629,-0.016704876,-0.020983064
3,Mod,sage,22,-0.019476157,-0.017208078,-0.021723192
3,Mod,sage,23,-0.020393676,-0.018096573,-0.022680987
3,Mod,sage,24,-0.021000776,-0.01856445,-0.023269403
3,Mod,sage,25,-0.021614839,-0.019013526,-0.024187994
3,Mod,sage,26,-0.02228716,-0.019755547,-0.024964225
3,Mod,sage,27,-0.022994825,-0.020468685,-0.025605465
3,Mod,sage,28,-0.023682465,-0.020896617,-0.026422238
3,Mod,sage,29,-0.024358411,-0.02131805,-0.027212634
3,Mod,sage,30,-0.025045958,-0.022210938,-0.027936866
3,Mod,sage,31,-0.025708597,-0.022512157,-0.028630948
3,Mod,tide,1,-0.000244936,-0.000225759,-0.000262853
3,Mod,tide,2,-0.000735303,-0.000676467,-0.00078763
3,Mod,tide,3,-0.001466421,-0.001349529,-0.001573086
3,Mod,tide,4,-0.002428084,-0.002242731,-0.002615736
3,Mod,tide,5,-0.003628399,-0.003373497,-0.003902411
3,Mod,tide,6,-0.005066293,-0.004693253,-0.005407991
3,Mod,tide,7,-0.006726494,-0.006195212,-0.007261648
3,Mod,tide,8,-0.008628854,-0.007997712,-0.009261126
3,Mod,tide,9,-0.010735338,-0.009911551,-0.01159118
3,Mod,tide,10,-0.013091216,-0.012042055,-0.014051552
3,Mod,tide,11,-0.015411809,-0.014196572,-0.016630613
3,Mod,tide,12,-0.017632612,-0.016331,-0.019022286
3,Mod,tide,13,-0.020015856,-0.018612799,-0.021422206
3,Mod,tide,14,-0.022291232,-0.020586489,-0.023931476
3,Mod,tide,15,-0.024405006,-0.022684079,-0.026294449
3,Mod,tide,16,-0.026682918,-0.024561274,-0.028728204
3,Mod,tide,17,-0.028879886,-0.02668182,-0.030972769
3,Mod,tide,18,-0.031028864,-0.028594081,-0.033422109
3,Mod,tide,19,-0.033163596,-0.030616969,-0.035736771
3,Mod,tide,20,-0.035275278,-0.032587219,-0.037867833
3,Mod,tide,21,-0.037418255,-0.034463797,-0.040154618
3,Mod,tide,22,-0.039420439,-0.036373101,-0.042647474
3,Mod,tide,23,-0.041613706,-0.038300441,-0.044756906
3,Mod,tide,24,-0.043482892,-0.040088364,-0.046771302
3,Mod,tide,25,-0.045435367,-0.041963792,-0.048755997
3,Mod,tide,26,-0.047394671,-0.044078954,-0.050884753
3,Mod,tide,27,-0.049504317,-0.045918773,-0.053321958
3,Mod,tide,28,-0.051291841,-0.047513631,-0.055106866
3,Mod,tide,29,-0.053124958,-0.049295135,-0.057034647
3,Mod,tide,30,-0.055140697,-0.050597981,-0.059188291
3,Mod,tide,31,-0.056746501,-0.052504247,-0.060942132
