Scenario,ScenName,County,Activity,Subactivity,Year,Median,CI_High,CI_Low
1,Lim,Adams,ACF,1f2rur,1,0,0,0
1,Lim,Adams,ACF,1f2rur,2,0,0,0
1,Lim,Adams,ACF,1f2rur,3,0,0,0
1,Lim,Adams,ACF,1f2rur,4,0,0,0
1,Lim,Adams,ACF,1f2rur,5,0,0,0
1,Lim,Adams,ACF,1f2rur,6,0,0,0
1,Lim,Adams,ACF,1f2rur,7,0,0,0
1,Lim,Adams,ACF,1f2rur,8,0,0,0
1,Lim,Adams,ACF,1f2rur,9,0,0,0
1,Lim,Adams,ACF,1f2rur,10,0,0,0
1,Lim,Adams,ACF,1f2rur,11,0,0,0
1,Lim,Adams,ACF,1f2rur,12,0,0,0
1,Lim,Adams,ACF,1f2rur,13,0,0,0
1,Lim,Adams,ACF,1f2rur,14,0,0,0
1,Lim,Adams,ACF,1f2rur,15,0,0,0
1,Lim,Adams,ACF,1f2rur,16,0,0,0
1,Lim,Adams,ACF,1f2rur,17,0,0,0
1,Lim,Adams,ACF,1f2rur,18,0,0,0
1,Lim,Adams,ACF,1f2rur,19,0,0,0
1,Lim,Adams,ACF,1f2rur,20,0,0,0
1,Lim,Adams,ACF,1f2rur,21,0,0,0
1,Lim,Adams,ACF,1f2rur,22,0,0,0
1,Lim,Adams,ACF,1f2rur,23,0,0,0
1,Lim,Adams,ACF,1f2rur,24,0,0,0
1,Lim,Adams,ACF,1f2rur,25,0,0,0
1,Lim,Adams,ACF,1f2rur,26,0,0,0
1,Lim,Adams,ACF,1f2rur,27,0,0,0
1,Lim,Adams,ACF,1f2rur,28,0,0,0
1,Lim,Adams,ACF,1f2rur,29,0,0,0
1,Lim,Adams,ACF,1f2rur,30,0,0,0
1,Lim,Adams,ACF,1f2rur,31,0,0,0
1,Lim,Adams,ACF,2f2urb,1,0,0,0
1,Lim,Adams,ACF,2f2urb,2,0,0,0
1,Lim,Adams,ACF,2f2urb,3,0,0,0
1,Lim,Adams,ACF,2f2urb,4,0,0,0
1,Lim,Adams,ACF,2f2urb,5,0,0,0
1,Lim,Adams,ACF,2f2urb,6,0,0,0
1,Lim,Adams,ACF,2f2urb,7,0,0,0
1,Lim,Adams,ACF,2f2urb,8,0,0,0
1,Lim,Adams,ACF,2f2urb,9,0,0,0
1,Lim,Adams,ACF,2f2urb,10,0,0,0
1,Lim,Adams,ACF,2f2urb,11,0,0,0
1,Lim,Adams,ACF,2f2urb,12,0,0,0
1,Lim,Adams,ACF,2f2urb,13,0,0,0
1,Lim,Adams,ACF,2f2urb,14,0,0,0
1,Lim,Adams,ACF,2f2urb,15,0,0,0
1,Lim,Adams,ACF,2f2urb,16,0,0,0
1,Lim,Adams,ACF,2f2urb,17,0,0,0
1,Lim,Adams,ACF,2f2urb,18,0,0,0
1,Lim,Adams,ACF,2f2urb,19,0,0,0
1,Lim,Adams,ACF,2f2urb,20,0,0,0
1,Lim,Adams,ACF,2f2urb,21,0,0,0
1,Lim,Adams,ACF,2f2urb,22,0,0,0
1,Lim,Adams,ACF,2f2urb,23,0,0,0
1,Lim,Adams,ACF,2f2urb,24,0,0,0
1,Lim,Adams,ACF,2f2urb,25,0,0,0
1,Lim,Adams,ACF,2f2urb,26,0,0,0
1,Lim,Adams,ACF,2f2urb,27,0,0,0
1,Lim,Adams,ACF,2f2urb,28,0,0,0
1,Lim,Adams,ACF,2f2urb,29,0,0,0
1,Lim,Adams,ACF,2f2urb,30,0,0,0
1,Lim,Adams,ACF,2f2urb,31,0,0,0
2,Amb,Adams,ACF,1f2rur,1,0,0,0
2,Amb,Adams,ACF,1f2rur,2,0,0,0
2,Amb,Adams,ACF,1f2rur,3,0,0,0
2,Amb,Adams,ACF,1f2rur,4,0,0,0
2,Amb,Adams,ACF,1f2rur,5,0,0,0
2,Amb,Adams,ACF,1f2rur,6,0,0,0
2,Amb,Adams,ACF,1f2rur,7,0,0,0
2,Amb,Adams,ACF,1f2rur,8,0,0,0
2,Amb,Adams,ACF,1f2rur,9,0,0,0
2,Amb,Adams,ACF,1f2rur,10,0,0,0
2,Amb,Adams,ACF,1f2rur,11,0,0,0
2,Amb,Adams,ACF,1f2rur,12,0,0,0
2,Amb,Adams,ACF,1f2rur,13,0,0,0
2,Amb,Adams,ACF,1f2rur,14,0,0,0
2,Amb,Adams,ACF,1f2rur,15,0,0,0
2,Amb,Adams,ACF,1f2rur,16,0,0,0
2,Amb,Adams,ACF,1f2rur,17,0,0,0
2,Amb,Adams,ACF,1f2rur,18,0,0,0
2,Amb,Adams,ACF,1f2rur,19,0,0,0
2,Amb,Adams,ACF,1f2rur,20,0,0,0
2,Amb,Adams,ACF,1f2rur,21,0,0,0
2,Amb,Adams,ACF,1f2rur,22,0,0,0
2,Amb,Adams,ACF,1f2rur,23,0,0,0
2,Amb,Adams,ACF,1f2rur,24,0,0,0
2,Amb,Adams,ACF,1f2rur,25,0,0,0
2,Amb,Adams,ACF,1f2rur,26,0,0,0
2,Amb,Adams,ACF,1f2rur,27,0,0,0
2,Amb,Adams,ACF,1f2rur,28,0,0,0
2,Amb,Adams,ACF,1f2rur,29,0,0,0
2,Amb,Adams,ACF,1f2rur,30,0,0,0
2,Amb,Adams,ACF,1f2rur,31,0,0,0
2,Amb,Adams,ACF,2f2urb,1,0,0,0
2,Amb,Adams,ACF,2f2urb,2,0,0,0
2,Amb,Adams,ACF,2f2urb,3,0,0,0
2,Amb,Adams,ACF,2f2urb,4,0,0,0
2,Amb,Adams,ACF,2f2urb,5,0,0,0
2,Amb,Adams,ACF,2f2urb,6,0,0,0
2,Amb,Adams,ACF,2f2urb,7,0,0,0
2,Amb,Adams,ACF,2f2urb,8,0,0,0
2,Amb,Adams,ACF,2f2urb,9,0,0,0
2,Amb,Adams,ACF,2f2urb,10,0,0,0
2,Amb,Adams,ACF,2f2urb,11,0,0,0
2,Amb,Adams,ACF,2f2urb,12,0,0,0
2,Amb,Adams,ACF,2f2urb,13,0,0,0
2,Amb,Adams,ACF,2f2urb,14,0,0,0
2,Amb,Adams,ACF,2f2urb,15,0,0,0
2,Amb,Adams,ACF,2f2urb,16,0,0,0
2,Amb,Adams,ACF,2f2urb,17,0,0,0
2,Amb,Adams,ACF,2f2urb,18,0,0,0
2,Amb,Adams,ACF,2f2urb,19,0,0,0
2,Amb,Adams,ACF,2f2urb,20,0,0,0
2,Amb,Adams,ACF,2f2urb,21,0,0,0
2,Amb,Adams,ACF,2f2urb,22,0,0,0
2,Amb,Adams,ACF,2f2urb,23,0,0,0
2,Amb,Adams,ACF,2f2urb,24,0,0,0
2,Amb,Adams,ACF,2f2urb,25,0,0,0
2,Amb,Adams,ACF,2f2urb,26,0,0,0
2,Amb,Adams,ACF,2f2urb,27,0,0,0
2,Amb,Adams,ACF,2f2urb,28,0,0,0
2,Amb,Adams,ACF,2f2urb,29,0,0,0
2,Amb,Adams,ACF,2f2urb,30,0,0,0
2,Amb,Adams,ACF,2f2urb,31,0,0,0
3,Mod,Adams,ACF,1f2rur,1,0,0,0
3,Mod,Adams,ACF,1f2rur,2,0,0,0
3,Mod,Adams,ACF,1f2rur,3,0,0,0
3,Mod,Adams,ACF,1f2rur,4,0,0,0
3,Mod,Adams,ACF,1f2rur,5,0,0,0
3,Mod,Adams,ACF,1f2rur,6,0,0,0
3,Mod,Adams,ACF,1f2rur,7,0,0,0
3,Mod,Adams,ACF,1f2rur,8,0,0,0
3,Mod,Adams,ACF,1f2rur,9,0,0,0
3,Mod,Adams,ACF,1f2rur,10,0,0,0
3,Mod,Adams,ACF,1f2rur,11,0,0,0
3,Mod,Adams,ACF,1f2rur,12,0,0,0
3,Mod,Adams,ACF,1f2rur,13,0,0,0
3,Mod,Adams,ACF,1f2rur,14,0,0,0
3,Mod,Adams,ACF,1f2rur,15,0,0,0
3,Mod,Adams,ACF,1f2rur,16,0,0,0
3,Mod,Adams,ACF,1f2rur,17,0,0,0
3,Mod,Adams,ACF,1f2rur,18,0,0,0
3,Mod,Adams,ACF,1f2rur,19,0,0,0
3,Mod,Adams,ACF,1f2rur,20,0,0,0
3,Mod,Adams,ACF,1f2rur,21,0,0,0
3,Mod,Adams,ACF,1f2rur,22,0,0,0
3,Mod,Adams,ACF,1f2rur,23,0,0,0
3,Mod,Adams,ACF,1f2rur,24,0,0,0
3,Mod,Adams,ACF,1f2rur,25,0,0,0
3,Mod,Adams,ACF,1f2rur,26,0,0,0
3,Mod,Adams,ACF,1f2rur,27,0,0,0
3,Mod,Adams,ACF,1f2rur,28,0,0,0
3,Mod,Adams,ACF,1f2rur,29,0,0,0
3,Mod,Adams,ACF,1f2rur,30,0,0,0
3,Mod,Adams,ACF,1f2rur,31,0,0,0
3,Mod,Adams,ACF,2f2urb,1,0,0,0
3,Mod,Adams,ACF,2f2urb,2,0,0,0
3,Mod,Adams,ACF,2f2urb,3,0,0,0
3,Mod,Adams,ACF,2f2urb,4,0,0,0
3,Mod,Adams,ACF,2f2urb,5,0,0,0
3,Mod,Adams,ACF,2f2urb,6,0,0,0
3,Mod,Adams,ACF,2f2urb,7,0,0,0
3,Mod,Adams,ACF,2f2urb,8,0,0,0
3,Mod,Adams,ACF,2f2urb,9,0,0,0
3,Mod,Adams,ACF,2f2urb,10,0,0,0
3,Mod,Adams,ACF,2f2urb,11,0,0,0
3,Mod,Adams,ACF,2f2urb,12,0,0,0
3,Mod,Adams,ACF,2f2urb,13,0,0,0
3,Mod,Adams,ACF,2f2urb,14,0,0,0
3,Mod,Adams,ACF,2f2urb,15,0,0,0
3,Mod,Adams,ACF,2f2urb,16,0,0,0
3,Mod,Adams,ACF,2f2urb,17,0,0,0
3,Mod,Adams,ACF,2f2urb,18,0,0,0
3,Mod,Adams,ACF,2f2urb,19,0,0,0
3,Mod,Adams,ACF,2f2urb,20,0,0,0
3,Mod,Adams,ACF,2f2urb,21,0,0,0
3,Mod,Adams,ACF,2f2urb,22,0,0,0
3,Mod,Adams,ACF,2f2urb,23,0,0,0
3,Mod,Adams,ACF,2f2urb,24,0,0,0
3,Mod,Adams,ACF,2f2urb,25,0,0,0
3,Mod,Adams,ACF,2f2urb,26,0,0,0
3,Mod,Adams,ACF,2f2urb,27,0,0,0
3,Mod,Adams,ACF,2f2urb,28,0,0,0
3,Mod,Adams,ACF,2f2urb,29,0,0,0
3,Mod,Adams,ACF,2f2urb,30,0,0,0
3,Mod,Adams,ACF,2f2urb,31,0,0,0
1,Lim,Adams,ag,1cc,1,-0.0000556,-0.0000321,-0.000078
1,Lim,Adams,ag,1cc,2,-0.0001101,-0.0000644,-0.0001591
1,Lim,Adams,ag,1cc,3,-0.0001674,-0.0001007,-0.0002371
1,Lim,Adams,ag,1cc,4,-0.000223,-0.0001359,-0.0003175
1,Lim,Adams,ag,1cc,5,-0.0002768,-0.0001686,-0.0003894
1,Lim,Adams,ag,1cc,6,-0.0003258,-0.0001912,-0.0004613
1,Lim,Adams,ag,1cc,7,-0.0003948,-0.0002354,-0.0005516
1,Lim,Adams,ag,1cc,8,-0.000443,-0.0002511,-0.0006307
1,Lim,Adams,ag,1cc,9,-0.0004956,-0.0003103,-0.0006985
1,Lim,Adams,ag,1cc,10,-0.0005511,-0.0003268,-0.0007785
1,Lim,Adams,ag,1cc,11,-0.0005514,-0.0003347,-0.0007674
1,Lim,Adams,ag,1cc,12,-0.0005526,-0.0003289,-0.000762
1,Lim,Adams,ag,1cc,13,-0.0005536,-0.0003427,-0.0007672
1,Lim,Adams,ag,1cc,14,-0.0005507,-0.0003358,-0.0007802
1,Lim,Adams,ag,1cc,15,-0.0005483,-0.0003225,-0.0007825
1,Lim,Adams,ag,1cc,16,-0.0005582,-0.0003189,-0.0007847
1,Lim,Adams,ag,1cc,17,-0.0005596,-0.0003255,-0.0007756
1,Lim,Adams,ag,1cc,18,-0.0005555,-0.0003273,-0.0007799
1,Lim,Adams,ag,1cc,19,-0.0005557,-0.0003323,-0.0007758
1,Lim,Adams,ag,1cc,20,-0.0005551,-0.0003352,-0.0007803
1,Lim,Adams,ag,1cc,21,-0.0005534,-0.000338,-0.0007579
1,Lim,Adams,ag,1cc,22,-0.000559,-0.0003162,-0.0007739
1,Lim,Adams,ag,1cc,23,-0.0005465,-0.0003393,-0.0007748
1,Lim,Adams,ag,1cc,24,-0.0005517,-0.0003116,-0.00078
1,Lim,Adams,ag,1cc,25,-0.0005533,-0.0003298,-0.0007765
1,Lim,Adams,ag,1cc,26,-0.0005633,-0.0003142,-0.000772
1,Lim,Adams,ag,1cc,27,-0.0005597,-0.0003308,-0.0007846
1,Lim,Adams,ag,1cc,28,-0.0005566,-0.0003121,-0.0007941
1,Lim,Adams,ag,1cc,29,-0.0005486,-0.000324,-0.0007735
1,Lim,Adams,ag,1cc,30,-0.0005512,-0.0003283,-0.0007751
1,Lim,Adams,ag,1cc,31,-0.0005602,-0.0003456,-0.0007742
1,Lim,Adams,ag,2nt,1,-0.0000936,-0.000041,-0.0001468
1,Lim,Adams,ag,2nt,2,-0.0001847,-0.0000787,-0.0002917
1,Lim,Adams,ag,2nt,3,-0.0002712,-0.0001172,-0.0004391
1,Lim,Adams,ag,2nt,4,-0.0003734,-0.0001675,-0.000585
1,Lim,Adams,ag,2nt,5,-0.0004672,-0.000205,-0.0007378
1,Lim,Adams,ag,2nt,6,-0.000543,-0.000243,-0.000865
1,Lim,Adams,ag,2nt,7,-0.0006652,-0.0002845,-0.0010249
1,Lim,Adams,ag,2nt,8,-0.0007662,-0.0003148,-0.0011761
1,Lim,Adams,ag,2nt,9,-0.0008508,-0.0003637,-0.0013257
1,Lim,Adams,ag,2nt,10,-0.000896,-0.0004025,-0.0014679
1,Lim,Adams,ag,2nt,11,-0.0009729,-0.0004106,-0.0014733
1,Lim,Adams,ag,2nt,12,-0.0009355,-0.0004027,-0.0014742
1,Lim,Adams,ag,2nt,13,-0.0009354,-0.0004113,-0.0014631
1,Lim,Adams,ag,2nt,14,-0.0009294,-0.0004089,-0.0014636
1,Lim,Adams,ag,2nt,15,-0.0009229,-0.0003855,-0.0014553
1,Lim,Adams,ag,2nt,16,-0.0009163,-0.0004163,-0.0014677
1,Lim,Adams,ag,2nt,17,-0.0009116,-0.0004083,-0.0014516
1,Lim,Adams,ag,2nt,18,-0.0009394,-0.0004064,-0.0014627
1,Lim,Adams,ag,2nt,19,-0.0009214,-0.0003937,-0.0014557
1,Lim,Adams,ag,2nt,20,-0.0009326,-0.0004,-0.0014819
1,Lim,Adams,ag,2nt,21,-0.0009074,-0.0004053,-0.0014583
1,Lim,Adams,ag,2nt,22,-0.0009385,-0.0004051,-0.0014613
1,Lim,Adams,ag,2nt,23,-0.0009492,-0.0004083,-0.0014494
1,Lim,Adams,ag,2nt,24,-0.0009173,-0.0003965,-0.0014713
1,Lim,Adams,ag,2nt,25,-0.0009311,-0.0004046,-0.0014642
1,Lim,Adams,ag,2nt,26,-0.0009431,-0.000403,-0.0014708
1,Lim,Adams,ag,2nt,27,-0.0009505,-0.0004125,-0.0014561
1,Lim,Adams,ag,2nt,28,-0.0009375,-0.0004095,-0.0014752
1,Lim,Adams,ag,2nt,29,-0.0009302,-0.000416,-0.0014682
1,Lim,Adams,ag,2nt,30,-0.0009191,-0.0004007,-0.001465
1,Lim,Adams,ag,2nt,31,-0.0009673,-0.0004314,-0.0014702
1,Lim,Adams,ag,3nm,1,-0.0000263,-0.000016,-0.0000366
1,Lim,Adams,ag,3nm,2,-0.000052,-0.0000321,-0.0000736
1,Lim,Adams,ag,3nm,3,-0.0000786,-0.0000474,-0.0001094
1,Lim,Adams,ag,3nm,4,-0.0001057,-0.0000647,-0.0001465
1,Lim,Adams,ag,3nm,5,-0.0001301,-0.00008,-0.0001806
1,Lim,Adams,ag,3nm,6,-0.0001585,-0.0000966,-0.0002193
1,Lim,Adams,ag,3nm,7,-0.0001833,-0.0001125,-0.0002561
1,Lim,Adams,ag,3nm,8,-0.0002151,-0.0001266,-0.0002933
1,Lim,Adams,ag,3nm,9,-0.0002318,-0.0001432,-0.0003301
1,Lim,Adams,ag,3nm,10,-0.0002646,-0.0001626,-0.0003657
1,Lim,Adams,ag,3nm,11,-0.0002641,-0.0001617,-0.0003683
1,Lim,Adams,ag,3nm,12,-0.0002593,-0.0001584,-0.000364
1,Lim,Adams,ag,3nm,13,-0.0002592,-0.0001579,-0.0003644
1,Lim,Adams,ag,3nm,14,-0.0002625,-0.0001596,-0.0003659
1,Lim,Adams,ag,3nm,15,-0.0002644,-0.0001576,-0.0003652
1,Lim,Adams,ag,3nm,16,-0.0002638,-0.0001617,-0.0003657
1,Lim,Adams,ag,3nm,17,-0.0002604,-0.0001587,-0.0003672
1,Lim,Adams,ag,3nm,18,-0.0002576,-0.0001572,-0.0003662
1,Lim,Adams,ag,3nm,19,-0.0002592,-0.0001593,-0.0003647
1,Lim,Adams,ag,3nm,20,-0.0002647,-0.0001625,-0.0003678
1,Lim,Adams,ag,3nm,21,-0.0002612,-0.0001588,-0.0003666
1,Lim,Adams,ag,3nm,22,-0.0002653,-0.0001604,-0.0003656
1,Lim,Adams,ag,3nm,23,-0.0002636,-0.0001607,-0.0003681
1,Lim,Adams,ag,3nm,24,-0.0002579,-0.0001606,-0.0003642
1,Lim,Adams,ag,3nm,25,-0.0002715,-0.0001635,-0.0003664
1,Lim,Adams,ag,3nm,26,-0.0002575,-0.0001586,-0.0003661
1,Lim,Adams,ag,3nm,27,-0.0002642,-0.0001593,-0.0003689
1,Lim,Adams,ag,3nm,28,-0.0002674,-0.0001612,-0.0003633
1,Lim,Adams,ag,3nm,29,-0.0002636,-0.0001601,-0.0003679
1,Lim,Adams,ag,3nm,30,-0.0002659,-0.0001613,-0.0003666
1,Lim,Adams,ag,3nm,31,-0.0002599,-0.0001621,-0.0003663
2,Amb,Adams,ag,1cc,1,-0.002862,-0.0016925,-0.0040993
2,Amb,Adams,ag,1cc,2,-0.0056353,-0.0033259,-0.0079166
2,Amb,Adams,ag,1cc,3,-0.0086185,-0.0052052,-0.0119169
2,Amb,Adams,ag,1cc,4,-0.0115251,-0.0067542,-0.0161462
2,Amb,Adams,ag,1cc,5,-0.0145082,-0.0087344,-0.0203048
2,Amb,Adams,ag,1cc,6,-0.0173913,-0.0107239,-0.0240659
2,Amb,Adams,ag,1cc,7,-0.0200341,-0.0126018,-0.0281485
2,Amb,Adams,ag,1cc,8,-0.0231448,-0.0142593,-0.0325063
2,Amb,Adams,ag,1cc,9,-0.0256679,-0.0152012,-0.0357641
2,Amb,Adams,ag,1cc,10,-0.0285863,-0.0167558,-0.0402741
2,Amb,Adams,ag,1cc,11,-0.0317121,-0.017273,-0.0452156
2,Amb,Adams,ag,1cc,12,-0.0340296,-0.0202207,-0.0481451
2,Amb,Adams,ag,1cc,13,-0.0369306,-0.0222229,-0.0516839
2,Amb,Adams,ag,1cc,14,-0.0392406,-0.023591,-0.0561112
2,Amb,Adams,ag,1cc,15,-0.0427741,-0.0254742,-0.0606257
2,Amb,Adams,ag,1cc,16,-0.0463139,-0.0273189,-0.064437
2,Amb,Adams,ag,1cc,17,-0.0490193,-0.0265553,-0.0667331
2,Amb,Adams,ag,1cc,18,-0.0516894,-0.0293633,-0.0722773
2,Amb,Adams,ag,1cc,19,-0.0543568,-0.033038,-0.0775499
2,Amb,Adams,ag,1cc,20,-0.0581207,-0.0343723,-0.079053
2,Amb,Adams,ag,1cc,21,-0.0607148,-0.035213,-0.0843126
2,Amb,Adams,ag,1cc,22,-0.0636858,-0.0392975,-0.0893465
2,Amb,Adams,ag,1cc,23,-0.066425,-0.0404237,-0.0922911
2,Amb,Adams,ag,1cc,24,-0.0681851,-0.0391262,-0.0970075
2,Amb,Adams,ag,1cc,25,-0.0714878,-0.0427763,-0.100157
2,Amb,Adams,ag,1cc,26,-0.0746819,-0.0440433,-0.1061185
2,Amb,Adams,ag,1cc,27,-0.0774502,-0.0466956,-0.1088522
2,Amb,Adams,ag,1cc,28,-0.0797706,-0.0488523,-0.1120719
2,Amb,Adams,ag,1cc,29,-0.0819035,-0.0498932,-0.115225
2,Amb,Adams,ag,1cc,30,-0.0858981,-0.0529841,-0.1209268
2,Amb,Adams,ag,1cc,31,-0.0893702,-0.0545748,-0.1248049
2,Amb,Adams,ag,2nt,1,-0.0010854,-0.0004611,-0.0017233
2,Amb,Adams,ag,2nt,2,-0.0022291,-0.0009912,-0.0034797
2,Amb,Adams,ag,2nt,3,-0.0030768,-0.0014323,-0.0051391
2,Amb,Adams,ag,2nt,4,-0.0044273,-0.001912,-0.0069622
2,Amb,Adams,ag,2nt,5,-0.0054692,-0.0023669,-0.0085854
2,Amb,Adams,ag,2nt,6,-0.0064758,-0.0028239,-0.0103851
2,Amb,Adams,ag,2nt,7,-0.0076248,-0.0032758,-0.0120798
2,Amb,Adams,ag,2nt,8,-0.0086316,-0.0036593,-0.0138559
2,Amb,Adams,ag,2nt,9,-0.009891,-0.0044279,-0.0155229
2,Amb,Adams,ag,2nt,10,-0.011057,-0.0047803,-0.0172501
2,Amb,Adams,ag,2nt,11,-0.0119231,-0.0052408,-0.0190572
2,Amb,Adams,ag,2nt,12,-0.0132566,-0.0057387,-0.0205809
2,Amb,Adams,ag,2nt,13,-0.0139094,-0.0061899,-0.0224072
2,Amb,Adams,ag,2nt,14,-0.0154651,-0.0066406,-0.0244266
2,Amb,Adams,ag,2nt,15,-0.0164841,-0.0071836,-0.0255564
2,Amb,Adams,ag,2nt,16,-0.0182059,-0.0075681,-0.0274391
2,Amb,Adams,ag,2nt,17,-0.0189317,-0.0078412,-0.0293665
2,Amb,Adams,ag,2nt,18,-0.019636,-0.0084719,-0.0311651
2,Amb,Adams,ag,2nt,19,-0.0208451,-0.0087339,-0.0324327
2,Amb,Adams,ag,2nt,20,-0.0217942,-0.0094873,-0.0346044
2,Amb,Adams,ag,2nt,21,-0.0229134,-0.0099084,-0.0358532
2,Amb,Adams,ag,2nt,22,-0.0245101,-0.0106623,-0.0379857
2,Amb,Adams,ag,2nt,23,-0.0262984,-0.0113128,-0.0398435
2,Amb,Adams,ag,2nt,24,-0.0252536,-0.0114518,-0.0409147
2,Amb,Adams,ag,2nt,25,-0.028572,-0.012123,-0.0431409
2,Amb,Adams,ag,2nt,26,-0.0296865,-0.0125235,-0.0447115
2,Amb,Adams,ag,2nt,27,-0.0288648,-0.0126932,-0.0469891
2,Amb,Adams,ag,2nt,28,-0.0311766,-0.0134339,-0.0483823
2,Amb,Adams,ag,2nt,29,-0.0310536,-0.0140463,-0.0500613
2,Amb,Adams,ag,2nt,30,-0.0330208,-0.0142775,-0.0512465
2,Amb,Adams,ag,2nt,31,-0.0334305,-0.0148616,-0.0529302
2,Amb,Adams,ag,3nm,1,-0.003714,-0.0021873,-0.0050641
2,Amb,Adams,ag,3nm,2,-0.0072988,-0.004425,-0.0100395
2,Amb,Adams,ag,3nm,3,-0.0108212,-0.0066333,-0.0151579
2,Amb,Adams,ag,3nm,4,-0.0146784,-0.008772,-0.0202495
2,Amb,Adams,ag,3nm,5,-0.018046,-0.0108927,-0.0249614
2,Amb,Adams,ag,3nm,6,-0.0216326,-0.0131502,-0.030278
2,Amb,Adams,ag,3nm,7,-0.0254287,-0.0154851,-0.0352398
2,Amb,Adams,ag,3nm,8,-0.0291829,-0.017527,-0.0402557
2,Amb,Adams,ag,3nm,9,-0.0324076,-0.0197511,-0.0451647
2,Amb,Adams,ag,3nm,10,-0.0358695,-0.0222936,-0.0505563
2,Amb,Adams,ag,3nm,11,-0.0364606,-0.0219042,-0.050713
2,Amb,Adams,ag,3nm,12,-0.0368516,-0.0222686,-0.0506849
2,Amb,Adams,ag,3nm,13,-0.0362429,-0.0220234,-0.0503723
2,Amb,Adams,ag,3nm,14,-0.0352525,-0.0217139,-0.0502557
2,Amb,Adams,ag,3nm,15,-0.0369902,-0.0219223,-0.0506287
2,Amb,Adams,ag,3nm,16,-0.0361233,-0.0222244,-0.0501129
2,Amb,Adams,ag,3nm,17,-0.0366095,-0.0219811,-0.0504134
2,Amb,Adams,ag,3nm,18,-0.0361535,-0.022467,-0.0505049
2,Amb,Adams,ag,3nm,19,-0.0362415,-0.0224911,-0.0502412
2,Amb,Adams,ag,3nm,20,-0.0375189,-0.0219389,-0.050708
2,Amb,Adams,ag,3nm,21,-0.0358923,-0.0220859,-0.0502336
2,Amb,Adams,ag,3nm,22,-0.0361545,-0.0217842,-0.0505705
2,Amb,Adams,ag,3nm,23,-0.0364948,-0.0221839,-0.0505686
2,Amb,Adams,ag,3nm,24,-0.0364175,-0.0224562,-0.0505882
2,Amb,Adams,ag,3nm,25,-0.0363194,-0.0223505,-0.0500318
2,Amb,Adams,ag,3nm,26,-0.0368745,-0.0219241,-0.0506076
2,Amb,Adams,ag,3nm,27,-0.0359178,-0.022085,-0.0507317
2,Amb,Adams,ag,3nm,28,-0.0369813,-0.0219761,-0.0507285
2,Amb,Adams,ag,3nm,29,-0.0354421,-0.0224511,-0.0505552
2,Amb,Adams,ag,3nm,30,-0.0360796,-0.0219015,-0.0504525
2,Amb,Adams,ag,3nm,31,-0.0363774,-0.0219255,-0.0503278
3,Mod,Adams,ag,1cc,1,-0.0002063,-0.0001168,-0.0002887
3,Mod,Adams,ag,1cc,2,-0.0004205,-0.0002466,-0.0005843
3,Mod,Adams,ag,1cc,3,-0.0006272,-0.0003701,-0.0008745
3,Mod,Adams,ag,1cc,4,-0.0008406,-0.0005011,-0.0011611
3,Mod,Adams,ag,1cc,5,-0.0010463,-0.0006402,-0.0014866
3,Mod,Adams,ag,1cc,6,-0.0012564,-0.000706,-0.0017601
3,Mod,Adams,ag,1cc,7,-0.0014286,-0.0008436,-0.0020614
3,Mod,Adams,ag,1cc,8,-0.0016626,-0.00101,-0.0023506
3,Mod,Adams,ag,1cc,9,-0.0018632,-0.0011034,-0.0026644
3,Mod,Adams,ag,1cc,10,-0.0020989,-0.0012468,-0.0030043
3,Mod,Adams,ag,1cc,11,-0.0022478,-0.0013114,-0.0031505
3,Mod,Adams,ag,1cc,12,-0.0024256,-0.0015,-0.0033782
3,Mod,Adams,ag,1cc,13,-0.0026034,-0.0015521,-0.003572
3,Mod,Adams,ag,1cc,14,-0.0027744,-0.0015965,-0.0039794
3,Mod,Adams,ag,1cc,15,-0.0029149,-0.0017734,-0.0041697
3,Mod,Adams,ag,1cc,16,-0.0031495,-0.0019137,-0.0042939
3,Mod,Adams,ag,1cc,17,-0.0033028,-0.0019164,-0.0045592
3,Mod,Adams,ag,1cc,18,-0.0034802,-0.0020606,-0.0048711
3,Mod,Adams,ag,1cc,19,-0.0036282,-0.0021493,-0.0051139
3,Mod,Adams,ag,1cc,20,-0.0038195,-0.0022794,-0.0054821
3,Mod,Adams,ag,1cc,21,-0.0040129,-0.0023873,-0.005552
3,Mod,Adams,ag,1cc,22,-0.0041714,-0.0023857,-0.0058869
3,Mod,Adams,ag,1cc,23,-0.004326,-0.0024958,-0.006014
3,Mod,Adams,ag,1cc,24,-0.0045196,-0.0026731,-0.0063407
3,Mod,Adams,ag,1cc,25,-0.0047367,-0.0025986,-0.0065026
3,Mod,Adams,ag,1cc,26,-0.0047593,-0.0029026,-0.0068662
3,Mod,Adams,ag,1cc,27,-0.0050177,-0.0030549,-0.0068507
3,Mod,Adams,ag,1cc,28,-0.0051607,-0.0030805,-0.00746
3,Mod,Adams,ag,1cc,29,-0.0052719,-0.0031269,-0.0074007
3,Mod,Adams,ag,1cc,30,-0.0055946,-0.0032046,-0.0078473
3,Mod,Adams,ag,1cc,31,-0.0057486,-0.0032681,-0.008068
3,Mod,Adams,ag,2nt,1,-0.0003017,-0.0001331,-0.0004899
3,Mod,Adams,ag,2nt,2,-0.0006276,-0.0002792,-0.0009764
3,Mod,Adams,ag,2nt,3,-0.0009373,-0.0004068,-0.001466
